iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,32,32,0.0372031070291996,0.002089408691972494,0.04571004956960678,26.79976596223922,0.6688375473022461,0.3311624526977539,0.48274654150009155,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.03015192784368992,0.09035403281450272
2,31,33,0.03015192784368992,0.0016630408354103565,0.04078039899468422,27.790971284365536,0.7314391136169434,0.26856088638305664,0.3788990080356598,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.025552840903401375,0.07415444999933243
3,30,34,0.025552840903401375,0.001365895033814013,0.03695801645517349,28.645827538229774,0.7775420546531677,0.22245794534683228,0.30231305956840515,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.022106686607003212,0.06217693835496903
4,28,36,0.022106686607003212,0.0011590691283345222,0.034045103937387466,29.358906876856317,0.8138425350189209,0.1861574649810791,0.23735632002353668,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.01961958222091198,0.052927158772945404
5,27,37,0.01961958222091198,0.0010196496732532978,0.031931955367326736,29.915489880328565,0.841465950012207,0.15853404998779297,0.1939568668603897,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.017737776041030884,0.0458970308303833
6,27,37,0.017737776041030884,0.0008959076949395239,0.02993171662092209,30.477367101696963,0.8612505793571472,0.13874942064285278,0.1637321412563324,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.016071833670139313,0.04060735106468201
7,26,38,0.016071833670139313,0.0007861792691983283,0.028038889169692993,31.044783869282654,0.8790439963340759,0.12095600366592407,0.1390933096408844,576,2.53125,9.481481481481481,0.019775390625,1572864,165888,fp32,288,0.014363856054842472,0.03568228557705879
8,26,38,0.014363856054842472,0.0006615525926463306,0.025720665231347084,31.794356252255294,0.8980568051338196,0.10194319486618042,0.1136212944984436,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.01242691557854414,0.030330171436071397
9,25,39,0.01242691557854414,0.0005940943374298513,0.02437405101954937,32.2614462878319,0.9083014130592346,0.09169858694076538,0.10040628165006638,704,3.09375,7.757575757575758,0.024169921875,1572864,202752,fp32,288,0.011470706202089787,0.027516282349824908
10,25,39,0.011470706202089787,0.0005270639667287469,0.022957874462008476,32.78136678210767,0.9180958867073059,0.08190411329269409,0.09049487113952637,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.010524850338697433,0.024800702929496765
11,25,39,0.010524850338697433,0.0004681569116655737,0.021636933088302612,33.29608559986219,0.9271382689476013,0.07286173105239868,0.08090480417013168,832,3.65625,6.564102564102564,0.028564453125,1572864,239616,fp32,288,0.009620143100619316,0.02226846069097519
12,25,39,0.009620143100619316,0.0004099414509255439,0.02024701051414013,33.87278143745519,0.935856819152832,0.06414318084716797,0.07229353487491608,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.008702073246240616,0.01979029476642609
13,25,39,0.008702073246240616,0.00036452352651394904,0.0190924983471632,34.38274412963149,0.943209707736969,0.056790292263031006,0.06403431296348572,960,4.21875,5.688888888888889,0.032958984375,1572864,276480,fp32,288,0.00790239404886961,0.017679973691701892
14,26,38,0.00790239404886961,0.0003209957794751972,0.017916355282068253,34.93500669797812,0.9479236006736755,0.05207639932632446,0.057412296533584595,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.007282646372914314,0.016241396963596347
