iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,69,59,0.05209198594093323,13.549296061197916,0.008170579560101032,0.09039125591516495,20.877471704321003,0.588080108165741,0.41191989183425903,-1.0,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.054969172924757004,0.1263593167066574
2,51,77,0.054969172924757004,12.686665852864584,0.008109676651656628,0.0900537446141243,20.90996462501478,0.5860230326652527,0.4139769673347473,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.054411958903074265,0.1263249605894089
3,58,70,0.054411958903074265,10.821533203125,0.008429874666035175,0.09181434661149979,20.741789100310626,0.593839168548584,0.406160831451416,-1.0,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.05617022514343262,0.1261683464050293
4,44,84,0.05617022514343262,11.396280924479166,0.008257093839347363,0.09086855500936508,20.83172780039893,0.5971939563751221,0.40280604362487793,-1.0,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.055990904569625854,0.12535393238067627
5,56,72,0.055990904569625854,23.575846354166668,0.01334563922137022,0.1155233308672905,18.746606221611756,0.5915936231613159,0.4084063768386841,-1.0,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.07608721405267715,0.14255104660987855
6,60,68,0.07608721405267715,11.458841959635416,0.00892352033406496,0.09446438401937485,20.494637944779676,0.5971450805664062,0.40285491943359375,-1.0,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.061217863112688065,0.1295452743768692
7,61,67,0.061217863112688065,16.431681315104168,0.011313212104141712,0.10636358708143234,19.464140487764045,0.5961249470710754,0.40387505292892456,-1.0,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.06820108741521835,0.13533588051795958
8,35,93,0.06820108741521835,12.383524576822916,0.009313161484897137,0.09650472551584244,20.309029125238986,0.5999851226806641,0.40001487731933594,-1.0,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.06057879328727722,0.12846601009368896
9,43,85,0.06057879328727722,11.553955078125,0.008787994273006916,0.09374430030584335,20.561102528709863,0.6047537326812744,0.3952462673187256,-1.0,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.05728330835700035,0.12487590014934541
10,47,81,0.05728330835700035,10.535685221354166,0.008145092986524105,0.0902501717209816,20.89103981280349,0.606399655342102,0.39360034465789795,-1.0,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.05511157214641571,0.12280932664871216
11,61,67,0.05511157214641571,9.86785888671875,0.007717934902757406,0.08785177767276764,21.124989056810207,0.6062648892402649,0.3937351107597351,-1.0,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.05352358892560005,0.12156589329242706
12,59,69,0.05352358892560005,10.189310709635416,0.007809185888618231,0.08836960047483444,21.073942698141245,0.6075879335403442,0.39241206645965576,-1.0,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.0540800541639328,0.1217464566230774
13,47,81,0.0540800541639328,8.994547526041666,0.007857143878936768,0.08864053338766098,21.047352841014828,0.6077632308006287,0.39223676919937134,-1.0,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.05451144650578499,0.12205651104450227
14,49,79,0.05451144650578499,8.14971923828125,0.007509893272072077,0.08665964007377625,21.24366245019077,0.6119166612625122,0.3880833387374878,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.053330644965171814,0.12028118371963502
