image,method,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,total_time
kodim01.png,2D-GS,0.12826254963874817,0.3581376075744629,8.9190015662137,0.09752437472343445,0.9024756252765656,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,163.99983406066895
kodim02.png,2D-GS,0.09116870909929276,0.30194157361984253,10.401541924299087,0.11088863015174866,0.8891113698482513,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,165.0872848033905
kodim03.png,2D-GS,0.12050586938858032,0.3471395671367645,9.189917874231018,0.10450515151023865,0.8954948484897614,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,177.01159620285034
kodim04.png,2D-GS,0.1178135871887207,0.34323984384536743,9.288046875109572,0.10065565258264542,0.8993443474173546,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,184.8888759613037
kodim05.png,2D-GS,0.08670121431350708,0.29445070028305054,10.619748696694778,0.14971114695072174,0.8502888530492783,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,187.3689148426056
kodim06.png,2D-GS,0.21582472324371338,0.4645693898200989,6.658987089229402,0.08013453334569931,0.9198654666543007,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,185.0659818649292
kodim07.png,2D-GS,0.13057488203048706,0.36135146021842957,8.841403342513342,0.10854975134134293,0.8914502486586571,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,186.973042011261
kodim08.png,2D-GS,0.18872864544391632,0.4344291090965271,7.241621816297762,0.1208268478512764,0.8791731521487236,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,191.19247484207153
kodim09.png,2D-GS,0.19044965505599976,0.43640539050102234,7.202197459416924,0.07004574686288834,0.9299542531371117,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,185.32967495918274
kodim10.png,2D-GS,0.15891990065574646,0.39864757657051086,7.988217286330805,0.07663733512163162,0.9233626648783684,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,189.49813294410706
kodim11.png,2D-GS,0.09999334067106247,0.31621724367141724,10.000289695384213,0.11723780632019043,0.8827621936798096,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,192.46091508865356
kodim12.png,2D-GS,0.2859690189361572,0.5347607135772705,5.436809838915403,0.05574238300323486,0.9442576169967651,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,189.1613278388977
kodim13.png,2D-GS,0.14155755937099457,0.3762413561344147,8.49066971732346,0.11297988146543503,0.887020118534565,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,194.12072896957397
kodim14.png,2D-GS,0.10992757230997086,0.33155328035354614,9.588933729708927,0.1306636780500412,0.8693363219499588,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,184.98408603668213
kodim15.png,2D-GS,0.20192404091358185,0.44935959577560425,6.94811935720085,0.14233626425266266,0.8576637357473373,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,181.70636892318726
kodim16.png,2D-GS,0.12344161421060562,0.3513425886631012,9.085384056883182,0.08366737514734268,0.9163326248526573,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,181.87231302261353
kodim17.png,2D-GS,0.07813187688589096,0.27952080965042114,11.071716991468517,0.17315292358398438,0.8268470764160156,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,181.7014560699463
kodim18.png,2D-GS,0.062374550849199295,0.24974897503852844,12.04992558186332,0.1302213817834854,0.8697786182165146,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,182.30040407180786
kodim19.png,2D-GS,0.14753516018390656,0.38410305976867676,8.311044359859602,0.08342384546995163,0.9165761545300484,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,216.74801206588745
kodim20.png,2D-GS,0.4260442554950714,0.6527206301689148,3.705452329473147,0.08085638284683228,0.9191436171531677,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,194.90342497825623
kodim21.png,2D-GS,0.15469597280025482,0.39331409335136414,8.10520947411781,0.08778297901153564,0.9122170209884644,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,192.75302505493164
kodim22.png,2D-GS,0.14389367401599884,0.3793331980705261,8.419583025174868,0.09407211095094681,0.9059278890490532,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,199.4018030166626
kodim23.png,2D-GS,0.14791549742221832,0.3845978379249573,8.299863736402862,0.10518036037683487,0.8948196396231651,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,191.63716387748718
kodim24.png,2D-GS,0.14845116436481476,0.3852936029434204,8.284164280941859,0.10938122868537903,0.890618771314621,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,196.74284386634827
