image,method,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,fit_time,render_time,total_time,converged,n_iter
kodim01.png,EM,0.005590109154582024,0.07476703077554703,22.525796779456595,0.4903084337711334,0.5096915662288666,0.5361360311508179,2500,10.986328125,2.1845333333333334,0.0858306884765625,1572864,720000,fp32,288,1358.2065558433533,5.237730979919434,1363.4502749443054,True,57
kodim02.png,EM,0.0012100180611014366,0.03478531539440155,29.172081316337835,0.777015209197998,0.22298479080200195,0.3075486123561859,2500,10.986328125,2.1845333333333334,0.0858306884765625,1572864,720000,fp32,288,1129.6949937343597,5.247034072875977,1134.9469039440155,True,50
