image,method,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,fit_time,render_time,total_time,converged,n_iter
kodim01.png,EM,0.014804095961153507,0.12167208641767502,18.296181506547747,0.2321198731660843,0.7678801268339157,1.033347725868225,50,0.2197265625,109.22666666666667,0.00171661376953125,1572864,14400,fp32,288,30.278460264205933,0.14783096313476562,30.426334142684937,True,53
kodim02.png,EM,0.005651876796036959,0.07517896592617035,22.47807255223755,0.6053722500801086,0.39462774991989136,0.6929439306259155,50,0.2197265625,109.22666666666667,0.00171661376953125,1572864,14400,fp32,288,20.572776079177856,0.1414482593536377,20.71427011489868,True,35
