image,H,W,n_tiles,tile_h,tile_w,n_total_used,tile_time,gd_time,total_time,composite_mse,composite_rmse,composite_psnr,composite_ssim,composite_dssim,composite_lpips,composite_n_gaussians,composite_bits_per_pixel,composite_compression_ratio,composite_storage_mb,composite_original_bits,composite_compressed_bits,composite_quantization,composite_bits_per_gaussian,composite_l1,composite_loss
kodim01.png,256,256,16,64,64,256,11.454460859298706,0.0,11.523664474487305,0.014715687371790409,0.12130822986364365,18.322194383551313,0.2333260178565979,0.7666739821434021,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09710273891687393,0.2310169875621796
kodim02.png,256,256,16,64,64,256,13.53450894355774,0.0,13.57815170288086,0.005685402546077967,0.07540161162614822,22.45238773090595,0.5823681950569153,0.4176318049430847,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.05308954045176506,0.12599799335002898
kodim03.png,256,256,16,64,64,256,12.523460388183594,0.0,12.570901155471802,0.00864847656339407,0.09299718588590622,20.630604013860754,0.5918184518814087,0.4081815481185913,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.06731853634119034,0.13549113869667054
kodim04.png,256,256,16,64,64,256,12.363570213317871,0.0,12.421504974365234,0.010750294663012028,0.10368362814188004,19.68579621481835,0.46804317831993103,0.5319567918777466,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.07802058011293411,0.1688078224658966
kodim05.png,256,256,16,64,64,256,12.502991437911987,0.0,12.545855283737183,0.03120003640651703,0.17663532495498657,15.058449245810653,0.14073027670383453,0.8592697381973267,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.143400177359581,0.28657408952713015
kodim06.png,256,256,16,64,64,256,12.583224058151245,0.0,12.628284931182861,0.01978360302746296,0.14065419137477875,17.036945787384767,0.4005587100982666,0.5994412899017334,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09784773737192154,0.19816644787788393
kodim07.png,256,256,16,64,64,256,12.581130981445312,0.0,12.623823642730713,0.014323744922876358,0.11968185007572174,18.439434349470012,0.38450393080711365,0.615496039390564,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.0946701169013977,0.19883530139923095
kodim08.png,256,256,16,64,64,256,12.07785701751709,0.0,12.12728214263916,0.035078175365924835,0.18729168176651,14.549629957719795,0.19139520823955536,0.8086047768592834,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.15001676976680756,0.28173437118530276
kodim09.png,256,256,16,64,64,256,12.351754426956177,0.0,12.394017696380615,0.015210628509521484,0.12333137542009354,18.178528589467238,0.5403391718864441,0.4596608281135559,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09238316863775253,0.16583870053291322
kodim10.png,256,256,16,64,64,256,12.232275247573853,0.0,12.283632755279541,0.012875373475253582,0.11346970498561859,18.902401598111336,0.5074182748794556,0.49258172512054443,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.07871732115745544,0.16149020195007324
kodim11.png,256,256,16,64,64,256,13.418501138687134,0.0,13.48368501663208,0.015415448695421219,0.12415896356105804,18.120438210208015,0.40051862597465515,0.5994813442230225,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09496472030878067,0.19586804509162903
kodim12.png,256,256,16,64,64,256,12.736764192581177,0.0,12.777060270309448,0.02063859812915325,0.14366139471530914,16.853198250663706,0.5636672973632812,0.43633270263671875,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.10945243388414383,0.17482848763465883
kodim13.png,256,256,16,64,64,256,12.156266212463379,0.0,12.20561146736145,0.02022584341466427,0.14221759140491486,16.940933425739757,0.2155904918909073,0.7844095230102539,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.11081278324127197,0.24553213119506836
kodim14.png,256,256,16,64,64,256,12.09212327003479,0.0,12.138783931732178,0.015344199724495411,0.12387170642614365,18.14055765342167,0.283234566450119,0.7167654037475586,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09667092561721802,0.22068982124328615
kodim15.png,256,256,16,64,64,256,12.302509069442749,0.0,12.350099325180054,0.03412843868136406,0.18473884463310242,14.668835663630498,0.4696793556213379,0.5303206443786621,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.13662172853946686,0.2153615117073059
kodim16.png,256,256,16,64,64,256,12.246264457702637,0.0,12.289105892181396,0.004511721897870302,0.06716935336589813,23.45657643368402,0.5308424830436707,0.46915751695632935,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.0479244589805603,0.13217107057571412
kodim17.png,256,256,16,64,64,256,12.541653394699097,0.0,12.585593700408936,0.014119472354650497,0.11882538348436356,18.50181537114144,0.3573407828807831,0.6426591873168945,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09328415244817734,0.20315915942192075
