tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,21.469824752397155,19.98022254414518,64,64
1,0,64,64,128,16,16,7,17.540359626087437,17.97582740866496,64,64
2,0,128,64,192,16,16,7,25.455817386260236,25.770477791897317,64,64
3,0,192,64,256,16,16,7,22.12008248348516,20.67260827662061,64,64
4,64,0,128,64,16,16,7,21.830426603839626,22.526427249475777,64,64
5,64,64,128,128,16,16,7,17.74692208452101,17.999950454929937,64,64
6,64,128,128,192,16,16,7,17.635809527956493,17.441376614501333,64,64
7,64,192,128,256,16,16,7,21.402821698770083,21.748560231532306,64,64
8,128,0,192,64,16,16,7,22.351970178567907,21.203441470211423,64,64
9,128,64,192,128,16,16,7,19.945679575832138,16.78785689583729,64,64
10,128,128,192,192,16,16,7,19.72388919439333,20.015659789732805,64,64
11,128,192,192,256,16,16,7,25.837336716548517,25.247399352138466,64,64
12,192,0,256,64,16,16,7,23.952108737198422,24.04363823014159,64,64
13,192,64,256,128,16,16,7,23.800830551643585,23.75070617027859,64,64
14,192,128,256,192,16,16,7,24.38605063344233,20.86318327183624,64,64
15,192,192,256,256,16,16,7,25.524566203423774,24.381586803143108,64,64
