tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,19.149890193169426,17.424890791076983,64,64
1,0,64,64,128,16,16,7,22.691799637225355,14.429709968071329,64,64
2,0,128,64,192,16,16,7,28.145653168531403,18.62129160685919,64,64
3,0,192,64,256,16,16,7,25.221642359000565,15.004063823375189,64,64
4,64,0,128,64,16,16,7,14.562113012616496,14.347379436930863,64,64
5,64,64,128,128,16,16,7,20.509357295523166,20.495501253667356,64,64
6,64,128,128,192,16,16,7,36.35273967017954,41.243725086001476,64,64
7,64,192,128,256,16,16,7,36.05014901120669,37.06123237777443,64,64
8,128,0,192,64,16,16,7,15.227415181290729,14.489328243298896,64,64
9,128,64,192,128,16,16,7,15.790013702868556,16.863382028758828,64,64
10,128,128,192,192,16,16,7,18.421878200624914,18.587424514031746,64,64
11,128,192,192,256,16,16,7,19.693356184497993,20.87489166846304,64,64
12,192,0,256,64,16,16,7,22.51317567135926,22.19472462231594,64,64
13,192,64,256,128,16,16,7,20.348637107076705,20.41671846461831,64,64
14,192,128,256,192,16,16,7,17.9381921358827,16.852679110826458,64,64
15,192,192,256,256,16,16,7,24.12442376078856,21.02544551225091,64,64
