tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,20.3186398454411,23.64111990796429,64,64
1,0,64,64,128,16,16,7,30.29857229351405,33.653530321115056,64,64
2,0,128,64,192,16,16,7,20.994502948709584,20.95492219994319,64,64
3,0,192,64,256,16,16,7,23.507761354603694,26.02290689613461,64,64
4,64,0,128,64,16,16,7,21.567308889404057,22.40833436122566,64,64
5,64,64,128,128,16,16,7,20.621577932924012,20.244299843249696,64,64
6,64,128,128,192,16,16,7,20.704028703691044,19.785208145978444,64,64
7,64,192,128,256,16,16,7,20.40258985509923,21.046180037929343,64,64
8,128,0,192,64,16,16,7,24.41813060946889,24.1007681125241,64,64
9,128,64,192,128,16,16,7,27.47338511998666,28.446311239092175,64,64
10,128,128,192,192,16,16,7,25.41419298958839,26.349421919132475,64,64
11,128,192,192,256,16,16,7,26.193959223112124,26.674103704449283,64,64
12,192,0,256,64,16,16,7,23.951102036518325,22.541911981841878,64,64
13,192,64,256,128,16,16,7,28.762000612033418,28.074995217008443,64,64
14,192,128,256,192,16,16,7,25.599040744014424,25.672319331178333,64,64
15,192,192,256,256,16,16,7,24.929968691626236,24.293813736333068,64,64
