tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,22.069965752887356,14.609060000476815,64,64
1,0,64,64,128,16,16,7,14.492415642045625,12.889470100632687,64,64
2,0,128,64,192,16,16,7,15.35494941411513,16.065935973550058,64,64
3,0,192,64,256,16,16,7,19.474205630109743,17.45388381750874,64,64
4,64,0,128,64,16,16,7,26.507936859579914,22.809018864567925,64,64
5,64,64,128,128,16,16,7,15.719259308791013,13.632204354543564,64,64
6,64,128,128,192,16,16,7,26.978638800467756,19.319289968469743,64,64
7,64,192,128,256,16,16,7,23.714615272733027,20.373094699228567,64,64
8,128,0,192,64,16,16,7,29.686050769809718,22.319086977754615,64,64
9,128,64,192,128,16,16,7,16.435381597683904,16.34804293973312,64,64
10,128,128,192,192,16,16,7,30.645512258206296,30.776013594286443,64,64
11,128,192,192,256,16,16,7,27.214024222331325,20.89193842680347,64,64
12,192,0,256,64,16,16,7,25.81501579304479,16.69582101187688,64,64
13,192,64,256,128,16,16,7,25.537042375326408,15.464346724038924,64,64
14,192,128,256,192,16,16,7,25.737281506793934,16.50402897826029,64,64
15,192,192,256,256,16,16,7,25.331747504403342,16.606893572247653,64,64
