tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,22.094605783619233,20.402235791732615,64,64
1,0,64,64,128,16,16,7,20.907191671102986,21.076793209881195,64,64
2,0,128,64,192,16,16,7,19.965027165689698,19.288712110919278,64,64
3,0,192,64,256,16,16,7,21.346803755323908,21.591406709637205,64,64
4,64,0,128,64,16,16,7,15.04040081802447,15.193528859105603,64,64
5,64,64,128,128,16,16,7,15.295522437324692,13.708349553546352,64,64
6,64,128,128,192,16,16,7,17.632326159843576,16.726291558528168,64,64
7,64,192,128,256,16,16,7,18.62017171198201,15.699904737570218,64,64
8,128,0,192,64,16,16,7,25.051183182412736,24.545569538980576,64,64
9,128,64,192,128,16,16,7,20.58423876078574,17.918070371352457,64,64
10,128,128,192,192,16,16,7,16.9162632247563,17.114826421499757,64,64
11,128,192,192,256,16,16,7,19.3105490038481,17.468971933784474,64,64
12,192,0,256,64,16,16,7,27.89663455456743,20.56463617915785,64,64
13,192,64,256,128,16,16,7,26.94311547371713,21.534223975554177,64,64
14,192,128,256,192,16,16,7,25.412623701976674,20.84506462418404,64,64
15,192,192,256,256,16,16,7,24.238297600096406,20.46317899592424,64,64
