tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,25.486848105182975,24.36402226231397,64,64
1,0,64,64,128,16,16,7,22.61794065693573,22.102569760204638,64,64
2,0,128,64,192,16,16,7,21.664296527654447,21.826585442889073,64,64
3,0,192,64,256,16,16,7,25.425425916949507,24.398146270386576,64,64
4,64,0,128,64,16,16,7,24.183012025212,23.89202067472717,64,64
5,64,64,128,128,16,16,7,18.323772731342068,18.268769944001463,64,64
6,64,128,128,192,16,16,7,21.629261539945027,21.974837400673458,64,64
7,64,192,128,256,16,16,7,25.899568245830057,24.530247094932175,64,64
8,128,0,192,64,16,16,7,26.653316159977088,23.695087236521303,64,64
9,128,64,192,128,16,16,7,22.22703100392328,19.861027792659193,64,64
10,128,128,192,192,16,16,7,28.57964171264824,27.466555524834604,64,64
11,128,192,192,256,16,16,7,24.44622171913491,24.27886627770008,64,64
12,192,0,256,64,16,16,7,25.178409132595718,20.566808028046832,64,64
13,192,64,256,128,16,16,7,24.0473619014525,22.25410894503306,64,64
14,192,128,256,192,16,16,7,28.778884669964647,24.891541318908764,64,64
15,192,192,256,256,16,16,7,24.337508754585247,23.974672589847103,64,64
