image,method,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,total_time
kodim01.png,2D-GS,0.14999215304851532,0.3872882127761841,8.239314505440795,0.05793006718158722,0.9420699328184128,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,194.30693411827087
kodim02.png,2D-GS,0.10410669445991516,0.32265567779541016,9.825213295134356,0.07437989860773087,0.9256201013922691,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,195.91446495056152
kodim03.png,2D-GS,0.1325060874223709,0.3640138506889343,8.777641912220162,0.07721080631017685,0.9227891936898232,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,209.82483577728271
kodim04.png,2D-GS,0.13481810688972473,0.3671758472919464,8.702518731335104,0.07018417119979858,0.9298158288002014,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,216.33607006072998
kodim05.png,2D-GS,0.10040955990552902,0.3168746829032898,9.982249439988792,0.10197245329618454,0.8980275467038155,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,241.04303526878357
kodim06.png,2D-GS,0.23825718462467194,0.48811596632003784,6.229539309826285,0.04529302939772606,0.9547069706022739,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,251.542377948761
kodim07.png,2D-GS,0.14490057528018951,0.3806580901145935,8.389299041675217,0.07195523381233215,0.9280447661876678,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,236.63478112220764
kodim08.png,2D-GS,0.21521340310573578,0.4639109969139099,6.671307507270004,0.07315462082624435,0.9268453791737556,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,232.18437600135803
kodim09.png,2D-GS,0.21954131126403809,0.4685523509979248,6.584837407899795,0.04742999002337456,0.9525700099766254,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,236.89259004592896
kodim10.png,2D-GS,0.1881358027458191,0.43374624848365784,7.255285185517218,0.04551080986857414,0.9544891901314259,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,231.54915976524353
kodim11.png,2D-GS,0.1146981418132782,0.33867114782333374,9.404435936384882,0.07130061835050583,0.9286993816494942,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,236.86614513397217
kodim12.png,2D-GS,0.3193630874156952,0.5651221871376038,4.957152397831317,0.03225391358137131,0.9677460864186287,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,239.6198809146881
kodim13.png,2D-GS,0.1512865424156189,0.3889557123184204,8.2019973065294,0.0804075077176094,0.9195924922823906,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,253.25483798980713
kodim14.png,2D-GS,0.12080422043800354,0.3475690186023712,9.179178604244106,0.08061835169792175,0.9193816483020782,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,257.01061487197876
kodim15.png,2D-GS,0.22362977266311646,0.472895085811615,6.504703762030077,0.09192732721567154,0.9080726727843285,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,237.0812430381775
kodim16.png,2D-GS,0.14262272417545319,0.37765422463417053,8.458112225980516,0.05841316282749176,0.9415868371725082,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,249.85349202156067
kodim17.png,2D-GS,0.090404212474823,0.3006729185581207,10.43811346881435,0.1174146756529808,0.8825853243470192,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,243.2471911907196
kodim18.png,2D-GS,0.07034169882535934,0.26522010564804077,11.52787135004708,0.08654537051916122,0.9134546294808388,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,248.8539800643921
kodim19.png,2D-GS,0.17213819921016693,0.4148954153060913,7.64122712279208,0.05552661418914795,0.944473385810852,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,247.19095182418823
kodim20.png,2D-GS,0.45564305782318115,0.6750133633613586,3.4137520715999847,0.04913872480392456,0.9508612751960754,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,246.97157502174377
kodim21.png,2D-GS,0.1766316294670105,0.42027565836906433,7.529315357746667,0.06258895993232727,0.9374110400676727,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,241.98574113845825
kodim22.png,2D-GS,0.16071391105651855,0.40089139342308044,7.939465545822799,0.05429430678486824,0.9457056932151318,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,246.4492678642273
kodim23.png,2D-GS,0.16182354092597961,0.4022729694843292,7.90958266447877,0.06821689754724503,0.931783102452755,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,248.67897391319275
kodim24.png,2D-GS,0.16473674774169922,0.4058777391910553,7.832095182899983,0.06791657954454422,0.9320834204554558,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,240.79233622550964
