iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,67,61,0.02790907584130764,0.002021969063207507,0.044966310262680054,26.942255396524565,0.7358405590057373,0.2641594409942627,0.420362651348114,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.023759176954627037,0.07183922976255416
2,64,64,0.023759176954627037,0.0015788025921210647,0.03973414748907089,28.016722529961733,0.7802767157554626,0.21972328424453735,0.35240504145622253,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.020168736577033997,0.060079646110534665
3,58,70,0.020168736577033997,0.001378716086037457,0.037131067365407944,28.605251464349696,0.8106696009635925,0.18933039903640747,0.3077603280544281,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.018023725599050522,0.05228506028652191
4,55,73,0.018023725599050522,0.0011540562845766544,0.033971402794122696,29.377730081414335,0.8452246785163879,0.15477532148361206,0.2527623176574707,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.015390712767839432,0.04326763451099396
5,47,81,0.015390712767839432,0.0009260171209461987,0.03043052926659584,30.33380926009334,0.8837940692901611,0.11620593070983887,0.1985265165567398,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.012893769890069962,0.033556202054023744
6,40,88,0.012893769890069962,0.0008256798610091209,0.028734644874930382,30.831883147022253,0.8979993462562561,0.1020006537437439,0.17806990444660187,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.011511777527630329,0.029609552770853045
7,38,90,0.011511777527630329,0.0006832319777458906,0.026138706132769585,31.654317441893877,0.912748396396637,0.08725160360336304,0.15080180764198303,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.0100862393155694,0.025519312173128125
8,36,92,0.0100862393155694,0.0005951186176389456,0.02439505234360695,32.25396430917101,0.925788938999176,0.07421106100082397,0.13078002631664276,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.008898662403225899,0.021961142122745515
9,34,94,0.008898662403225899,0.0005212999531067908,0.02283199317753315,32.82912401403488,0.9366828799247742,0.06331712007522583,0.11038685590028763,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.007848364301025867,0.01894211545586586
10,27,101,0.007848364301025867,0.00041474655154161155,0.02036532759666443,33.82217235315301,0.9508710503578186,0.049128949642181396,0.08403842896223068,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.006590422708541155,0.015098128095269205
11,24,104,0.006590422708541155,0.00035588067839853466,0.018864799290895462,34.486955606079704,0.9577398300170898,0.042260169982910156,0.06383328139781952,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.005942113697528839,0.013205724954605104
12,13,115,0.005942113697528839,0.0003278473159298301,0.018106553703546524,34.843283264885116,0.960915744304657,0.03908425569534302,0.053540900349617004,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.005607405211776495,0.0123027753084898
13,7,121,0.005607405211776495,0.00031467387452721596,0.017739050090312958,35.02139311635262,0.9624931216239929,0.03750687837600708,0.048980604857206345,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.005441282410174608,0.011854401603341103
14,4,124,0.005441282410174608,0.0003095293650403619,0.017593447118997574,35.0929815688981,0.9631176590919495,0.03688234090805054,0.04693005234003067,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.005370116326957941,0.01167256124317646
