iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,72,56,0.049164075404405594,0.00360351731069386,0.06002930551767349,24.43273336487938,0.7785868048667908,0.22141319513320923,0.24835221469402313,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.03370906412601471,0.07124989032745362
2,64,64,0.03370906412601471,0.002616557525470853,0.051152296364307404,25.822697754036824,0.8330195546150208,0.16698044538497925,0.1893421709537506,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.02609916962683201,0.05427542477846146
3,64,64,0.02609916962683201,0.0019435730064287782,0.044085972011089325,27.113991403672774,0.8737125396728516,0.12628746032714844,0.14120756089687347,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.020569562911987305,0.04171314239501953
4,60,68,0.020569562911987305,0.001528833876363933,0.03910030424594879,28.156397211708036,0.9046414494514465,0.09535855054855347,0.10852787643671036,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.01647873781621456,0.03225470036268234
5,58,70,0.01647873781621456,0.0011911886977031827,0.034513600170612335,29.24019423012007,0.9266628623008728,0.0733371376991272,0.08960022777318954,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.013123628683388233,0.025166330486536027
6,57,71,0.013123628683388233,0.0008893893682397902,0.029822632670402527,30.509080590510962,0.9424703121185303,0.05752968788146973,0.06946588307619095,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.010636278428137302,0.020014960318803787
7,56,72,0.010636278428137302,0.0006403975421562791,0.025306077674031258,31.935503240374935,0.9585779309272766,0.04142206907272339,0.051589660346508026,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.008020968176424503,0.014701188355684281
8,54,74,0.008020968176424503,0.0005238864105194807,0.022888565436005592,32.807628102776825,0.9658820033073425,0.03411799669265747,0.042820051312446594,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.006837526336312294,0.01229362040758133
9,53,75,0.006837526336312294,0.00041309979860670865,0.02032485604286194,33.83944997075833,0.9732887148857117,0.02671128511428833,0.03365128114819527,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.005498446524143219,0.009741014242172243
10,53,75,0.005498446524143219,0.00030731927836313844,0.017530525103211403,35.12410187749907,0.9787624478340149,0.021237552165985107,0.025024831295013428,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.004473898094147444,0.007826628908514977
11,48,80,0.004473898094147444,0.00025907368399202824,0.01609576679766178,35.865766745780185,0.982062816619873,0.017937183380126953,0.020619094371795654,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.003913201857358217,0.006717998161911965
12,43,85,0.003913201857358217,0.00019203469855710864,0.01385765802115202,37.166203408090404,0.9858501553535461,0.014149844646453857,0.01552461925894022,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.003211738308891654,0.005399359576404095
13,49,79,0.003211738308891654,0.0001442973007215187,0.012012381106615067,38.407417665707456,0.9893534183502197,0.010646581649780273,0.01232630293816328,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.002516726730391383,0.004142697714269162
14,53,75,0.002516726730391383,0.00011367947445251048,0.010662057437002659,39.44317907987512,0.991137683391571,0.008862316608428955,0.009978306479752064,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.002141330623999238,0.0034855278208851814
