iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,71,57,0.03526896610856056,0.0020025817211717367,0.044750213623046875,26.98409795071116,0.8062448501586914,0.1937551498413086,0.2676062285900116,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.024390801787376404,0.058263671398162846
2,67,61,0.024390801787376404,0.0014172423398122191,0.037646278738975525,28.485559733200777,0.8560986518859863,0.14390134811401367,0.19344750046730042,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.018812574446201324,0.043830329179763795
3,61,67,0.018812574446201324,0.001032141619361937,0.032126959413290024,29.862607285339116,0.8936850428581238,0.10631495714187622,0.13959777355194092,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.014671794138848782,0.033000426739454275
4,66,62,0.014671794138848782,0.0008015594794414937,0.028311826288700104,30.96064199143313,0.9175588488578796,0.08244115114212036,0.10172837972640991,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.012111700139939785,0.0261775903403759
5,64,64,0.012111700139939785,0.0006562517955899239,0.025617411360144615,31.82929461931671,0.9335176348686218,0.06648236513137817,0.07900179922580719,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.010268709622323513,0.021511440724134447
6,62,66,0.010268709622323513,0.000508866214659065,0.0225580632686615,32.93396410188857,0.9481067061424255,0.05189329385757446,0.05936760455369949,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.008360426872968674,0.01706700026988983
7,58,70,0.008360426872968674,0.00040137305040843785,0.020034296438097954,33.96451756059023,0.958225667476654,0.04177433252334595,0.045243583619594574,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.00701325386762619,0.013965469598770142
8,59,69,0.00701325386762619,0.0003294979687780142,0.018152078613638878,34.82147306594441,0.965505063533783,0.03449493646621704,0.03692234307527542,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.005966996308416128,0.01167258433997631
9,54,74,0.005966996308416128,0.0002710835251491517,0.016464615240693092,35.66896903893566,0.9712085723876953,0.028791427612304688,0.030789043754339218,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.005072580650448799,0.009816350042819978
10,52,76,0.005072580650448799,0.00022311099746730179,0.014936900697648525,36.514790034975334,0.9765031933784485,0.023496806621551514,0.024520454928278923,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.00433080131188035,0.008164002373814584
11,51,77,0.00433080131188035,0.00018052248924504966,0.013435865752398968,37.43468759382409,0.9803791046142578,0.019620895385742188,0.019617609679698944,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.003684494411572814,0.006871774606406689
12,50,78,0.003684494411572814,0.00014983941218815744,0.012240891344845295,38.243739080800374,0.9833014011383057,0.016698598861694336,0.016389450058341026,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.003209698246791959,0.005907478369772435
13,47,81,0.003209698246791959,0.00010893502621911466,0.010437194257974625,39.62832464528303,0.9873499870300293,0.012650012969970703,0.012437186203897,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.0025814424734562635,0.004595156572759152
14,49,79,0.0025814424734562635,8.801144576864317e-05,0.00938144139945507,40.55460813918191,0.9897239208221436,0.010276079177856445,0.01002343650907278,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0021953803952783346,0.0038115201517939573
