image,n_init,n_gaussians_final,n_iterations,total_time,init_psnr,init_ssim,hybrid_mse,hybrid_rmse,hybrid_psnr,hybrid_ssim,hybrid_dssim,hybrid_lpips,hybrid_n_gaussians,hybrid_bits_per_pixel,hybrid_compression_ratio,hybrid_storage_mb,hybrid_original_bits,hybrid_compressed_bits,hybrid_quantization,hybrid_bits_per_gaussian,hybrid_l1,hybrid_loss
kodim01.png,256,2048,14,115.21873092651367,19.96138068076621,0.29207825660705566,0.0012074768310412765,0.03474876657128334,29.181211402160734,0.9209029078483582,0.07909709215164185,0.047696303576231,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.017054742202162743,0.029463212192058563
kodim02.png,256,2048,14,150.58081483840942,25.87574201442259,0.6789845824241638,0.0003095293650403619,0.017593447118997574,35.0929815688981,0.9631176590919495,0.03688234090805054,0.04693005234003067,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.005370116326957941,0.01167256124317646
kodim03.png,256,2048,14,121.72412705421448,24.674637982284032,0.7137251496315002,8.801144576864317e-05,0.00938144139945507,40.55460813918191,0.9897239208221436,0.010276079177856445,0.01002343650907278,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0021953803952783346,0.0038115201517939573
kodim04.png,256,2048,14,146.3539218902588,23.139396379966406,0.6052032113075256,0.00018484612519387156,0.01359581295400858,37.331896176079894,0.981408417224884,0.018591582775115967,0.018633265048265457,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.003705544164404273,0.006682751886546612
kodim05.png,256,2048,14,147.14404106140137,16.49568487342923,0.19031722843647003,0.002761343726888299,0.05254849046468735,25.588794743898386,0.8953915238380432,0.10460847616195679,0.0693117082118988,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0246951412409544,0.04067780822515488
kodim06.png,256,2048,14,123.27685022354126,22.401327109603642,0.48821935057640076,0.0005901811528019607,0.024293644353747368,32.290146537722144,0.9386572241783142,0.06134277582168579,0.05045310780405998,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.009996803477406502,0.02026599794626236
kodim07.png,256,2048,14,140.1179759502411,20.19064014119088,0.4659089744091034,0.0004248653131071478,0.020612260326743126,33.717486644257754,0.9777342677116394,0.022265732288360596,0.02506406232714653,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.006629139184951782,0.009756457805633546
kodim08.png,256,2048,14,144.51557803153992,15.855227366897005,0.2625322639942169,0.0010979853104799986,0.03313586115837097,29.594034403208273,0.9699761867523193,0.030023813247680664,0.030128709971904755,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.012270641513168812,0.015821275860071184
kodim09.png,256,2048,14,152.53008913993835,21.52390101369692,0.640847384929657,0.00036024267319589853,0.018980059772729874,34.43404868655993,0.9727330207824707,0.027266979217529297,0.017957989126443863,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.005705071613192558,0.010017453134059906
kodim10.png,256,2048,14,145.42040586471558,22.680984116418138,0.6144909858703613,0.0002012085315072909,0.014184799045324326,36.96353587482942,0.980285108089447,0.01971489191055298,0.017131660133600235,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.004220473114401102,0.007319356873631477
