image,pure_em_time,pure_em_psnr,pure_em_ssim,n_init,n_gaussians_final,n_iterations,total_time,oracle_clamp,init_psnr,init_ssim,hybrid_mse,hybrid_rmse,hybrid_psnr,hybrid_ssim,hybrid_dssim,hybrid_lpips,hybrid_n_gaussians,hybrid_bits_per_pixel,hybrid_compression_ratio,hybrid_storage_mb,hybrid_original_bits,hybrid_compressed_bits,hybrid_quantization,hybrid_bits_per_gaussian,hybrid_l1,hybrid_loss
kodim01.png,267.52781534194946,21.290488200551682,0.3837035596370697,64,512,14,485.68987011909485,False,18.554683469060823,0.23954172432422638,0.013078846037387848,0.11436278373003006,18.83430576920344,0.24632149934768677,0.7536785006523132,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.08836600184440613,0.2214285016059876
kodim02.png,288.5727467536926,27.328985114270353,0.7180066108703613,64,512,14,537.0115950107574,False,23.096944021963793,0.6295221447944641,0.004442839417606592,0.06665463000535965,23.523394148680588,0.6379895806312561,0.3620104193687439,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.04961489513516426,0.1120939999818802
kodim03.png,232.6753854751587,26.446423934791273,0.7644643187522888,64,512,14,429.78945112228394,False,22.1662005087332,0.6374931931495667,0.004629410803318024,0.06803977489471436,23.344742626902345,0.6458951234817505,0.3541048765182495,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.044643934816122055,0.10653612315654755
kodim04.png,317.5385973453522,24.9055571098495,0.677009105682373,64,512,14,500.1481053829193,False,21.032381859132443,0.5182527899742126,0.006353655364364386,0.07970982044935226,21.969763727811568,0.5476589798927307,0.4523410201072693,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.05501377955079079,0.1344792276620865
kodim05.png,335.1094949245453,17.907642234366158,0.29970717430114746,64,512,14,532.5554037094116,False,15.971238367486244,0.1501508504152298,0.027127787470817566,0.16470515727996826,15.66585634993647,0.1623786836862564,0.8376213312149048,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.1310839056968689,0.2723913908004761
kodim06.png,263.25902581214905,23.438593204811692,0.5268036723136902,64,512,14,446.59602522850037,False,21.400679898358348,0.4573655128479004,0.006909616757184267,0.08312410116195679,21.60545996469989,0.459221750497818,0.5407782793045044,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.059807006269693375,0.15600126087665558
kodim07.png,231.76607871055603,21.27993902046088,0.5455900430679321,64,512,14,425.6377623081207,False,19.036367355287133,0.41321587562561035,0.01106507983058691,0.1051906868815422,19.560454695249305,0.4205087125301361,0.5794912576675415,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.07676131278276443,0.17730730175971984
kodim08.png,377.41238951683044,17.155951955693702,0.38704314827919006,64,512,14,565.4893343448639,False,14.851111568309701,0.1988545060157776,0.03449585661292076,0.18573060631752014,14.62233079211671,0.20479397475719452,0.7952060103416443,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.14500243961811066,0.2750431537628174
kodim09.png,288.440922498703,23.744292558173115,0.7192137837409973,64,512,14,510.4948718547821,False,20.19093502662794,0.5894675850868225,0.014987322501838207,0.1224227175116539,18.24275951742727,0.5508216619491577,0.4491783380508423,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.08983264118432999,0.16170178055763246
kodim10.png,271.66607761383057,24.61401084108223,0.6862441897392273,64,512,14,440.1178619861603,False,21.231558562809866,0.5612772107124329,0.005310349632054567,0.07287214696407318,22.748768729875458,0.593488335609436,0.40651166439056396,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.04862416163086891,0.12020166218280792
