image,n_init,n_gaussians_final,n_iterations,total_time,init_psnr,init_ssim,hybrid_mse,hybrid_rmse,hybrid_psnr,hybrid_ssim,hybrid_dssim,hybrid_lpips,hybrid_n_gaussians,hybrid_bits_per_pixel,hybrid_compression_ratio,hybrid_storage_mb,hybrid_original_bits,hybrid_compressed_bits,hybrid_quantization,hybrid_bits_per_gaussian,hybrid_l1,hybrid_loss
kodim01.png,256,2048,14,424.0509400367737,20.39373518907687,0.33495354652404785,0.0013635036302730441,0.036925651133060455,28.653437727221508,0.9109852910041809,0.08901470899581909,0.057114001363515854,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.01882108300924301,0.032859808206558226
kodim02.png,256,2048,14,511.88563418388367,26.127614627071978,0.6854771971702576,0.00022753483790438622,0.015084258280694485,36.429521003259154,0.9733438491821289,0.026656150817871094,0.04610440507531166,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0039664376527071,0.0085043802857399
kodim03.png,256,2048,14,443.57182788848877,25.023972048353894,0.7191067337989807,0.00011737452587112784,0.010833952575922012,39.30426128001692,0.9869070649147034,0.01309293508529663,0.010996799916028976,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.002871785080060363,0.004916015081107616
kodim04.png,256,2048,14,487.6511218547821,23.516145149496328,0.6248224377632141,0.0001577453367644921,0.012559670954942703,38.02043443332,0.9793810248374939,0.020618975162506104,0.01560930535197258,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0038685391191393137,0.007218626327812672
kodim05.png,256,2048,14,524.0696399211884,16.852550678879993,0.21126742660999298,0.002671321853995323,0.05168483033776283,25.732738096977805,0.8845279216766357,0.11547207832336426,0.07541590929031372,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.025884324684739113,0.04380187541246414
kodim06.png,256,2048,14,465.7637240886688,22.87215450385982,0.49662256240844727,0.0006625650567002594,0.02574033848941326,31.787714561384462,0.9302325248718262,0.06976747512817383,0.05968838185071945,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.010603631846606731,0.022436400502920152
kodim07.png,256,2048,14,520.583564043045,20.373276428699437,0.4797864854335785,0.00048144746688194573,0.021941911429166794,33.17451053243158,0.9753416180610657,0.024658381938934326,0.02834184281527996,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.007168998476117849,0.010666875168681145
kodim08.png,256,2048,14,544.5358529090881,15.800629167763887,0.2836088538169861,0.0016456306912004948,0.040566373616456985,27.8366760762701,0.950583279132843,0.04941672086715698,0.04151527211070061,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.016602732241153717,0.02316552996635437
kodim09.png,256,2048,14,462.81094312667847,22.711852814512916,0.670888364315033,0.0003231135488022119,0.01797536015510559,34.90644806611481,0.9744910597801208,0.02550894021987915,0.018223043531179428,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.005274299532175064,0.009321227669715881
kodim10.png,256,2048,14,430.3045930862427,23.661621040684274,0.6415186524391174,0.00017901901446748525,0.013379799202084541,37.471008470484975,0.9849222302436829,0.015077769756317139,0.013955891132354736,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.003321602940559387,0.005672836303710938
kodim11.png,256,2048,14,493.110475063324,21.970009921674453,0.5435012578964233,0.0007775257690809667,0.02788414992392063,31.09285245508658,0.9405286908149719,0.059471309185028076,0.04521029815077782,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.011044428683817387,0.020729804784059523
kodim12.png,256,2048,14,389.7887239456177,23.685683158558803,0.6952012181282043,0.00015178140893112868,0.012319959700107574,38.187813910474254,0.976574182510376,0.023425817489624023,0.02532593160867691,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.004069646820425987,0.007940880954265594
kodim13.png,256,2048,14,483.1725459098816,19.38681965173916,0.28753602504730225,0.0024762446992099285,0.049761880189180374,26.062064160065862,0.8686395287513733,0.1313604712486267,0.1397792100906372,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.02562316320836544,0.046770624816417694
kodim14.png,256,2048,14,456.30151081085205,19.964772482081887,0.38242486119270325,0.0011880026431754231,0.034467414021492004,29.251826508687945,0.9343109130859375,0.0656890869140625,0.05481187254190445,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.013869927264750004,0.024233759194612504
kodim15.png,256,2048,14,411.75709891319275,22.37161180827868,0.7052556872367859,0.00013962984667159617,0.011816507205367088,38.55021700515827,0.9879233837127686,0.012076616287231445,0.009519627317786217,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0028578275814652443,0.004701585322618485
kodim16.png,256,2048,14,375.6745550632477,26.104713555903682,0.6047605872154236,0.0002465378784108907,0.015701524913311005,36.081163590915494,0.9551368355751038,0.04486316442489624,0.04661349952220917,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.006263392511755228,0.013983346894383433
kodim17.png,256,2048,14,411.385005235672,22.639866529905266,0.5345736145973206,0.0004137256182730198,0.020340247079730034,33.83287607003388,0.9589219093322754,0.04107809066772461,0.032881297171115875,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.007781469728797674,0.014440793916583063
kodim18.png,256,2048,14,486.41325426101685,21.08356675019774,0.41479453444480896,0.0010276674292981625,0.032057251781225204,29.881474070880323,0.9263798594474792,0.07362014055252075,0.06894510239362717,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.013188682496547699,0.02527497410774231
kodim19.png,256,2048,14,452.5858018398285,21.07472750977793,0.5471177697181702,0.0007529757567681372,0.027440404519438744,31.23219045305017,0.9494473338127136,0.05055266618728638,0.04372956231236458,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.010370667092502117,0.01840706691145897
kodim20.png,256,2048,14,382.22453927993774,21.8134607874698,0.7281950116157532,0.0002647132205311209,0.01627000980079174,35.77224422756059,0.9801897406578064,0.019810259342193604,0.014566264115273952,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0038680173456668854,0.007056465744972229
kodim21.png,256,2048,14,458.740327835083,21.27759104129882,0.5785739421844482,0.0004519522190093994,0.021259168162941933,33.44907485848811,0.9748759269714355,0.025124073028564453,0.028553318232297897,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.006303481291979551,0.010067599639296532
kodim22.png,256,2048,14,444.689866065979,23.280051623651254,0.507594108581543,0.0002786914410535246,0.016694054007530212,35.54876374887681,0.9683467745780945,0.03165322542190552,0.027351325377821922,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.005571508314460516,0.010787851735949518
kodim23.png,256,2048,14,455.6266269683838,22.540951451067084,0.6906774640083313,5.765595051343553e-05,0.007593151647597551,42.39155870921489,0.9950516819953918,0.004948318004608154,0.0038633306976407766,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0013421461917459965,0.002063380554318428
kodim24.png,256,2048,14,420.3656258583069,21.059462629266964,0.43956103920936584,0.0006402592989616096,0.025303345173597336,31.936441184056825,0.9539945125579834,0.0460054874420166,0.043417274951934814,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.010088905692100525,0.017272222042083743
