iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,62,66,0.06669504195451736,0.006707082036882639,0.08189677447080612,21.734664158722275,0.6205403208732605,0.3794596791267395,0.41098904609680176,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.05399289354681969,0.11908625066280366
2,69,59,0.05399289354681969,0.005400642286986113,0.07348906248807907,22.675545803137737,0.6924489140510559,0.3075510859489441,0.34502220153808594,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.04659460112452507,0.09878589808940888
3,71,57,0.04659460112452507,0.00434970622882247,0.06595230102539062,23.615400574047545,0.7563436627388,0.24365633726119995,0.26794716715812683,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.039330460131168365,0.08019563555717468
4,68,60,0.039330460131168365,0.0034584335517138243,0.058808449655771255,24.61120497796671,0.8065185546875,0.1934814453125,0.20881430804729462,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.03332310914993286,0.06535477638244629
5,67,61,0.03332310914993286,0.002883570035919547,0.05369888246059418,25.40069547319838,0.8408421874046326,0.15915781259536743,0.17415618896484375,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.029088882729411125,0.055102668702602386
6,69,59,0.029088882729411125,0.002207421464845538,0.046983204782009125,26.56114813177021,0.8830639719963074,0.11693602800369263,0.13277922570705414,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.023001456633210182,0.04178837090730667
7,59,69,0.023001456633210182,0.001479546190239489,0.03846487030386925,28.298714523873826,0.9214639067649841,0.07853609323501587,0.09182316809892654,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.017076333984732628,0.02936828583478928
8,75,53,0.017076333984732628,0.0012588485842570662,0.035480257123708725,29.000265240778646,0.9347088932991028,0.06529110670089722,0.07775396853685379,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.015029012225568295,0.02508143112063408
9,73,55,0.015029012225568295,0.0010968463029712439,0.03311866894364357,29.59854196091488,0.9440545439720154,0.05594545602798462,0.0672784149646759,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.013491380959749222,0.021982195973396304
10,78,50,0.013491380959749222,0.0009121501352638006,0.030201822519302368,30.399336530334796,0.9532800316810608,0.04671996831893921,0.056905608624219894,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.011776242405176163,0.018764987587928772
11,75,53,0.011776242405176163,0.0007791923708282411,0.02791401743888855,31.08355369137527,0.9606847763061523,0.039315223693847656,0.047589533030986786,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.010370212607085705,0.016159214824438096
12,73,55,0.010370212607085705,0.0006665089749731123,0.025816835463047028,31.761939637166797,0.9661981463432312,0.0338018536567688,0.041346218436956406,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.009251237846910954,0.014161361008882524
13,77,51,0.009251237846910954,0.0005574421375058591,0.02361021190881729,32.538001698042734,0.9716977477073669,0.028302252292633057,0.03318038210272789,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.008006100542843342,0.012065330892801285
14,86,42,0.008006100542843342,0.00048144746688194573,0.021941911429166794,33.17451053243158,0.9753416180610657,0.024658381938934326,0.02834184281527996,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.007168998476117849,0.010666875168681145
