iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,55,73,0.03560309857130051,0.0024694602470844984,0.04969366267323494,26.07397952989553,0.7881279587745667,0.21187204122543335,0.326442152261734,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.026072390377521515,0.06323232054710388
2,63,65,0.026072390377521515,0.0016930610872805119,0.04114682227373123,27.7132738611323,0.8392439484596252,0.16075605154037476,0.2316763699054718,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.020814059302210808,0.0488024577498436
3,67,61,0.020814059302210808,0.0013327820925042033,0.03650728985667229,28.752408457995404,0.8712447285652161,0.12875527143478394,0.17953021824359894,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.01767280511558056,0.039889298379421234
4,73,55,0.01767280511558056,0.001036316272802651,0.032191865146160126,29.845077004276156,0.8947661519050598,0.10523384809494019,0.14236535131931305,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.015001192688941956,0.033047723770141604
5,74,54,0.015001192688941956,0.0008571736398153007,0.029277527704834938,30.669311996436743,0.9103100895881653,0.08968991041183472,0.11276626586914062,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.013311333954334259,0.028587049245834353
6,76,52,0.013311333954334259,0.0006954608834348619,0.02637159265577793,31.577273388114413,0.9227869510650635,0.07721304893493652,0.09223785251379013,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.011708508245646954,0.024809416383504868
7,77,51,0.011708508245646954,0.0005698290769942105,0.02387109212577343,32.4425534682663,0.9358946681022644,0.0641053318977356,0.07626490294933319,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.010156004689633846,0.020945870131254197
8,79,49,0.010156004689633846,0.0004928935668431222,0.022201206535100937,33.07246793432887,0.9425075650215149,0.05749243497848511,0.06505820155143738,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.009253878146409988,0.018901589512825015
9,78,50,0.009253878146409988,0.00040394184179604053,0.020098304376006126,33.93681191487553,0.9514474272727966,0.04855257272720337,0.05425889790058136,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.00789599772542715,0.016027312725782394
10,79,49,0.00789599772542715,0.00031356551335193217,0.017707781866192818,35.03671681225795,0.9596471190452576,0.04035288095474243,0.04500773549079895,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.006707408931106329,0.013436503335833551
11,83,45,0.006707408931106329,0.00026718663866631687,0.01634584553539753,35.73185344138973,0.9649074673652649,0.03509253263473511,0.03878040611743927,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.005964558105915785,0.01179015301167965
12,82,46,0.005964558105915785,0.0002305094967596233,0.015182538889348507,36.37311216153925,0.968926191329956,0.031073808670043945,0.03380167484283447,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.005399160552769899,0.01053409017622471
13,84,44,0.005399160552769899,0.00018254756287205964,0.01351101603358984,37.38623993719032,0.9730556607246399,0.026944339275360107,0.029780618846416473,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.0046798973344266415,0.009132785722613335
14,94,34,0.0046798973344266415,0.00015178140893112868,0.012319959700107574,38.187813910474254,0.976574182510376,0.023425817489624023,0.02532593160867691,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.004069646820425987,0.007940880954265594
