iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,65,63,0.042122937738895416,9.462483723958334,0.003571542678400874,0.0597623847424984,24.471441580646633,0.5639623999595642,0.4360376000404358,0.6932415962219238,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.04042726382613182,0.11954933106899263
2,61,67,0.04042726382613182,8.281029595269096,0.0035792808048427105,0.05982708930969238,24.462042399970784,0.5646517872810364,0.4353482127189636,0.6879824995994568,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.04033587500452995,0.11933834254741671
3,63,65,0.04033587500452995,7.831319173177083,0.003459495957940817,0.05881747975945473,24.60987131073714,0.5662978887557983,0.43370211124420166,0.6894099712371826,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.039721980690956116,0.11851800680160524
4,55,73,0.039721980690956116,8.068339029947916,0.0034079179167747498,0.05837737396359444,24.67510789048926,0.5642037987709045,0.43579620122909546,0.6891017556190491,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.03960920497775078,0.11884660422801972
5,55,73,0.03960920497775078,7.064734564887153,0.0034598521888256073,0.05882050842046738,24.609424183795912,0.5659298300743103,0.4340701699256897,0.6835364103317261,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.04014817625284195,0.1189325749874115
6,58,70,0.04014817625284195,7.248179117838542,0.003347604302689433,0.057858485728502274,24.752658566975647,0.5672652125358582,0.43273478746414185,0.6852554678916931,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.039679333567619324,0.11829042434692383
7,58,70,0.039679333567619324,8.204820421006945,0.0033654968719929457,0.05801290273666382,24.72950867163687,0.5669068098068237,0.43309319019317627,0.685049295425415,1152,0.84375,28.444444444444443,0.03955078125,9437184,331776,fp32,288,0.03944650664925575,0.11817584335803986
8,54,74,0.03944650664925575,9.017520480685764,0.0035245269536972046,0.05936772748827934,24.528992619405535,0.5657969117164612,0.4342030882835388,0.6852310299873352,1280,0.9375,25.6,0.0439453125,9437184,368640,fp32,288,0.040425803512334824,0.11918126046657562
9,56,72,0.040425803512334824,7.522159152560764,0.003395242150872946,0.0582687072455883,24.691292094654393,0.5666520595550537,0.4333479404449463,0.6858400106430054,1408,1.03125,23.272727272727273,0.04833984375,9437184,405504,fp32,288,0.03968621790409088,0.11841856241226198
10,55,73,0.03968621790409088,6.97385999891493,0.0032156959641724825,0.05670710653066635,24.92724940334454,0.5668027997016907,0.4331972002983093,0.6873398423194885,1536,1.125,21.333333333333332,0.052734375,9437184,442368,fp32,288,0.039059385657310486,0.11788694858551026
11,58,70,0.039059385657310486,7.156795925564236,0.0033683849032968283,0.058037787675857544,24.72578213955041,0.5669808983802795,0.43301910161972046,0.685810923576355,1664,1.21875,19.692307692307693,0.05712890625,9437184,479232,fp32,288,0.03971104696393013,0.11837265789508819
12,56,72,0.03971104696393013,8.132425944010416,0.0033703548833727837,0.05805475637316704,24.72324440243265,0.5660710334777832,0.4339289665222168,0.6875287294387817,1792,1.3125,18.285714285714285,0.0615234375,9437184,516096,fp32,288,0.039880987256765366,0.11869058310985565
13,57,71,0.039880987256765366,7.52317640516493,0.0032845856621861458,0.05731130391359329,24.835194282839012,0.5667972564697266,0.43320274353027344,0.6857442855834961,1920,1.40625,17.066666666666666,0.06591796875,9437184,552960,fp32,288,0.03932660445570946,0.11810183227062226
14,49,55,0.03932660445570946,6.342993842230903,0.0032393436413258314,0.05691523104906082,24.895430502858193,0.5668384432792664,0.43316155672073364,0.6859755516052246,2024,1.482421875,16.1897233201581,0.069488525390625,9437184,582912,fp32,288,0.03921221196651459,0.11800208091735839
