iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,69,59,0.048792991787195206,16.875712076822918,0.006507387850433588,0.0806683823466301,21.86593250202253,0.6437459588050842,0.35625404119491577,0.6164788007736206,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.04783196002244949,0.10951637625694274
2,61,67,0.04783196002244949,38.090599907769096,0.015353964641690254,0.12391111254692078,18.137794283013132,0.625655472278595,0.37434452772140503,0.6193814277648926,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.09306460618972778,0.14932059049606322
3,10,118,0.09306460618972778,6.365882025824653,0.009939315728843212,0.09969611465930939,20.026433487513753,0.6368098258972168,0.3631901741027832,0.6197946667671204,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.07468891143798828,0.13238916397094727
4,16,112,0.07468891143798828,6.732262505425347,0.007864115759730339,0.08867985010147095,21.043500419754345,0.6443167328834534,0.35568326711654663,0.6216940879821777,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.0651855394244194,0.12328508496284485
5,21,107,0.0651855394244194,7.25801255967882,0.00717316335067153,0.0846945270895958,21.44289322190424,0.6453248858451843,0.3546751141548157,0.6223695278167725,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.06084522232413292,0.11961120069026947
6,23,105,0.06084522232413292,6.615024142795139,0.006616741884499788,0.08134336024522781,21.793558932760174,0.6468162536621094,0.3531837463378906,0.6212459802627563,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.05652622878551483,0.11585773229599
7,27,101,0.05652622878551483,8.240763346354166,0.007500632666051388,0.08660618960857391,21.249020669534715,0.6444606781005859,0.35553932189941406,0.620573878288269,1152,0.84375,28.444444444444443,0.03955078125,9437184,331776,fp32,288,0.058640435338020325,0.11802021265029908
8,23,105,0.058640435338020325,8.06393093532986,0.007329260930418968,0.08561110496520996,21.349396853522876,0.6477726697921753,0.3522273302078247,0.6211870908737183,1280,0.9375,25.6,0.0439453125,9437184,368640,fp32,288,0.05865592509508133,0.11737020611763001
9,22,106,0.05865592509508133,9.245554606119791,0.006876189261674881,0.0829227939248085,21.626521570722357,0.6466094851493835,0.35339051485061646,0.6193041801452637,1408,1.03125,23.272727272727273,0.04833984375,9437184,405504,fp32,288,0.058974429965019226,0.11785764694213868
10,23,105,0.058974429965019226,8.012898763020834,0.0088799512013793,0.09423349052667618,20.515895106376405,0.6393594741821289,0.3606405258178711,0.6263961791992188,1536,1.125,21.333333333333332,0.052734375,9437184,442368,fp32,288,0.06652536988258362,0.12534840106964112
11,21,107,0.06652536988258362,9.433746337890625,0.0067985826171934605,0.08245351910591125,21.675815953169533,0.6465597748756409,0.35344022512435913,0.6262382864952087,1664,1.21875,19.692307692307693,0.05712890625,9437184,479232,fp32,288,0.05747115612030029,0.11666496992111207
12,29,99,0.05747115612030029,11.23258802625868,0.006676860619336367,0.08171205967664719,21.75427625787558,0.64947909116745,0.35052090883255005,0.6261472105979919,1792,1.3125,18.285714285714285,0.0615234375,9437184,516096,fp32,288,0.05819396302103996,0.11665935218334197
13,26,102,0.05819396302103996,7.813517252604167,0.0071729207411408424,0.08469309657812119,21.443040493663304,0.6490545868873596,0.3509454131126404,0.6280707120895386,1920,1.40625,17.066666666666666,0.06591796875,9437184,552960,fp32,288,0.059428200125694275,0.11773164272308351
14,18,86,0.059428200125694275,9.196048312717014,0.008917106315493584,0.09443043172359467,20.497760463144097,0.6361157298088074,0.3638842701911926,0.6327019929885864,2024,1.482421875,16.1897233201581,0.069488525390625,9437184,582912,fp32,288,0.06800223141908646,0.1271786391735077
