iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,69,59,0.06875763088464737,20.576053195529514,0.013298166915774345,0.1153176799416542,18.76208118685356,0.37989747524261475,0.6201025247573853,0.8740239143371582,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.08094386011362076,0.18877559304237368
2,36,92,0.08094386011362076,11.54234144422743,0.014851044863462448,0.12186486274003983,18.28242947537487,0.37664422392845154,0.6233557760715485,0.8735669851303101,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.08664929866790771,0.19399059414863587
3,28,100,0.08664929866790771,11.115773518880209,0.01185256615281105,0.10886949300765991,19.261875496906164,0.3785380423069,0.6214619576931,0.8809041976928711,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.07867573946714401,0.18723298311233522
4,36,92,0.07867573946714401,11.708153618706596,0.013050127774477005,0.11423715949058533,18.843852846903204,0.3773399591445923,0.6226600408554077,0.8805298805236816,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.08146247267723083,0.18970198631286622
5,31,97,0.08146247267723083,17.646704779730904,0.01866164058446884,0.13660761713981628,17.290501074504366,0.3637975752353668,0.6362024247646332,0.8886457681655884,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.10734119266271591,0.21311343908309938
6,17,111,0.10734119266271591,10.468546549479166,0.013018461875617504,0.11409847438335419,18.85440353487355,0.37328240275382996,0.62671759724617,0.8834662437438965,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.08741424232721329,0.19527491331100466
7,28,100,0.08741424232721329,11.48834228515625,0.013270428404211998,0.11519734561443329,18.771150323823424,0.3735879361629486,0.6264120638370514,0.8814346790313721,1152,0.84375,28.444444444444443,0.03955078125,9437184,331776,fp32,288,0.08533496409654617,0.19355038404464722
8,33,95,0.08533496409654617,11.074320475260416,0.013327861204743385,0.11544635891914368,18.752395474109683,0.3764881193637848,0.6235118806362152,0.8792910575866699,1280,0.9375,25.6,0.0439453125,9437184,368640,fp32,288,0.08415942639112473,0.19202991724014284
9,29,99,0.08415942639112473,9.586418999565971,0.012364276684820652,0.11119476705789566,19.078312202517765,0.3793608248233795,0.6206391751766205,0.8774274587631226,1408,1.03125,23.272727272727273,0.04833984375,9437184,405504,fp32,288,0.07859247177839279,0.18700181245803832
10,37,91,0.07859247177839279,11.196729871961805,0.012470266781747341,0.1116703450679779,19.041242683903544,0.3790866434574127,0.6209133565425873,0.8811014890670776,1536,1.125,21.333333333333332,0.052734375,9437184,442368,fp32,288,0.08030229806900024,0.18842450976371766
11,34,94,0.08030229806900024,14.24806382921007,0.013500016182661057,0.11618956923484802,18.696657769060362,0.37533536553382874,0.6246646344661713,0.8755779266357422,1664,1.21875,19.692307692307693,0.05712890625,9437184,479232,fp32,288,0.08234734833240509,0.19081080555915836
12,44,84,0.08234734833240509,12.033843994140625,0.013501313515007496,0.11619514971971512,18.69623843980558,0.37747058272361755,0.6225294172763824,0.8707291483879089,1792,1.3125,18.285714285714285,0.0615234375,9437184,516096,fp32,288,0.08126399666070938,0.189517080783844
13,35,93,0.08126399666070938,16.379038492838543,0.017173422500491142,0.13104741275310516,17.65142952760491,0.36453962326049805,0.635460376739502,0.8779534697532654,1920,1.40625,17.066666666666666,0.06591796875,9437184,552960,fp32,288,0.10237130522727966,0.20898911952972415
14,16,88,0.10237130522727966,12.061648898654514,0.012213485315442085,0.11051464080810547,19.131603723098177,0.3727640211582184,0.6272359788417816,0.879524827003479,2024,1.482421875,16.1897233201581,0.069488525390625,9437184,582912,fp32,288,0.08246689289808273,0.19142071008682254
