image,variant,fit_time,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian
kodim01.png,minibatch,28.10245680809021,0.009091640822589397,0.09535009413957596,20.413577103599376,0.31558674573898315,0.6844132542610168,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim02.png,minibatch,21.27091097831726,0.0022624607663601637,0.04756532981991768,26.45418967631383,0.6885809898376465,0.3114190101623535,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim03.png,minibatch,22.97109293937683,0.0028638094663619995,0.053514573723077774,25.43055858163539,0.7387948036193848,0.26120519638061523,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim04.png,minibatch,18.650184869766235,0.004283434245735407,0.06544794887304306,23.682078559889703,0.639087975025177,0.360912024974823,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim05.png,minibatch,31.074648141860962,0.019739976152777672,0.1404990255832672,17.046533690347268,0.22940915822982788,0.7705908417701721,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim06.png,minibatch,20.827589511871338,0.005769234616309404,0.07595548033714294,22.388817795345012,0.49533236026763916,0.5046676397323608,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim07.png,minibatch,22.0187885761261,0.00833999365568161,0.09132356941699982,20.788342885966795,0.5065916180610657,0.4934083819389343,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim08.png,minibatch,24.20358920097351,0.024605264887213707,0.15686064958572388,16.089719457601422,0.28842902183532715,0.7115709781646729,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim09.png,minibatch,23.495497465133667,0.006348971743136644,0.079680435359478,21.97296611940821,0.6615369915962219,0.3384630084037781,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim10.png,minibatch,19.969170093536377,0.0048265294171869755,0.06947322934865952,23.163650499857603,0.6435837745666504,0.3564162254333496,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim11.png,minibatch,23.041203498840332,0.006410390138626099,0.08006491512060165,21.931155629300953,0.5299504995346069,0.47004950046539307,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim12.png,minibatch,20.815611124038696,0.0038908999413251877,0.06237708032131195,24.099499773417463,0.7056531310081482,0.2943468689918518,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim13.png,minibatch,24.324066638946533,0.011854344047605991,0.10887765884399414,19.261224333900618,0.28109627962112427,0.7189037203788757,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim14.png,minibatch,27.132874250411987,0.009634393267333508,0.0981549471616745,20.161756408343212,0.3909265100955963,0.6090735197067261,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim15.png,minibatch,20.75169801712036,0.005170145072042942,0.07190372049808502,22.864972587263974,0.7280089855194092,0.2719910144805908,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim16.png,minibatch,21.836293935775757,0.0023045579437166452,0.048005811870098114,26.374123389489288,0.619933009147644,0.38006699085235596,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim17.png,minibatch,20.418449878692627,0.0055899773724377155,0.07476615160703659,22.52589938899101,0.5415151119232178,0.4584848880767822,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim18.png,minibatch,22.52506947517395,0.0078005180694162846,0.0883205384016037,21.078765467826983,0.422000914812088,0.5779991149902344,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim19.png,minibatch,24.70858359336853,0.007856813259422779,0.08863866329193115,21.04753533534959,0.5591664910316467,0.44083350896835327,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim20.png,minibatch,21.66867423057556,0.006442528683692217,0.08026536554098129,21.909436549000937,0.7312070727348328,0.26879292726516724,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim21.png,minibatch,21.265501976013184,0.008114884607493877,0.09008265286684036,20.907176186279006,0.5763494968414307,0.42365050315856934,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim22.png,minibatch,29.90299081802368,0.004825014155358076,0.06946232169866562,23.165014373726795,0.518276035785675,0.48172396421432495,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim23.png,minibatch,21.87165927886963,0.004872575867921114,0.06980384141206741,23.122413993604898,0.7182707786560059,0.28172922134399414,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
kodim24.png,minibatch,22.3105149269104,0.008118982426822186,0.09010539948940277,20.904983867239903,0.45094117522239685,0.5490587949752808,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288
