iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,32,32,0.04893627017736435,0.0035058434586972,0.0592101626098156,24.55207381387091,0.7856301665306091,0.21436983346939087,0.35356855392456055,192,0.140625,170.66666666666666,0.006591796875,9437184,55296,fp32,288,0.03468172624707222,0.07061934769153595
2,29,35,0.03468172624707222,0.002568603726103902,0.05068139359354973,25.903029356331437,0.8301815390586853,0.1698184609413147,0.2618313133716583,256,0.1875,128.0,0.0087890625,9437184,73728,fp32,288,0.027792764827609062,0.056197904050350196
3,28,36,0.027792764827609062,0.0020364609081298113,0.04512716457247734,26.911238704689357,0.8593190312385559,0.1406809687614441,0.21284756064414978,320,0.234375,102.4,0.010986328125,9437184,92160,fp32,288,0.023258766159415245,0.046743206679821014
4,27,37,0.023258766159415245,0.0016605086857452989,0.04074934124946594,27.797588431876513,0.8780295848846436,0.12197041511535645,0.18069641292095184,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.02030622400343418,0.04063906222581864
5,27,37,0.02030622400343418,0.0014236457645893097,0.03773123025894165,28.465980442765346,0.8925363421440125,0.10746365785598755,0.1571548581123352,448,0.328125,73.14285714285714,0.015380859375,9437184,129024,fp32,288,0.01802285760641098,0.035911017656326295
6,26,38,0.01802285760641098,0.001197737641632557,0.03460834547877312,29.21638219598354,0.907448947429657,0.09255105257034302,0.13482117652893066,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.015599270351231098,0.03098962679505348
7,26,38,0.015599270351231098,0.0010127814020961523,0.031824227422475815,29.94484333314648,0.9195043444633484,0.08049565553665161,0.11790221184492111,576,0.421875,56.888888888888886,0.019775390625,9437184,165888,fp32,288,0.013541856780648232,0.02693261653184891
8,26,38,0.013541856780648232,0.0008102607098408043,0.02846507914364338,30.91375228009442,0.9347217679023743,0.06527823209762573,0.09568668156862259,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.011027113534510136,0.021877337247133255
9,27,37,0.011027113534510136,0.000711256405338645,0.026669390499591827,31.479738053535243,0.9428982734680176,0.05710172653198242,0.08650287985801697,704,0.515625,46.54545454545455,0.024169921875,9437184,202752,fp32,288,0.00973987951874733,0.01921224892139435
10,26,38,0.00973987951874733,0.0005847792490385473,0.024182209745049477,32.33008120966169,0.9509310126304626,0.049068987369537354,0.07310198247432709,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.008376937359571457,0.01651534736156464
11,25,39,0.008376937359571457,0.0004890111740678549,0.02211359702050686,33.106810801099826,0.9581652283668518,0.04183477163314819,0.06385437399148941,832,0.609375,39.38461538461539,0.028564453125,9437184,239616,fp32,288,0.007210263051092625,0.01413516476750374
12,27,37,0.007210263051092625,0.0004120172234252095,0.02029820717871189,33.85084718880351,0.9638621211051941,0.03613787889480591,0.056031811982393265,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.00632458133623004,0.012287240847945214
13,27,37,0.00632458133623004,0.0003614080196712166,0.01901073381304741,34.420021484827046,0.968815803527832,0.03118419647216797,0.04961156100034714,960,0.703125,34.13333333333333,0.032958984375,9437184,276480,fp32,288,0.005563918501138687,0.010687974095344544
14,27,37,0.005563918501138687,0.0002942798600997776,0.01715458743274212,35.31239502681585,0.9739913940429688,0.02600860595703125,0.04093670845031738,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.004672112409025431,0.008939411118626596
