iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,4,4,0.09857576340436935,7.032267252604167,0.015970492735505104,0.12637440860271454,17.96681692384351,0.28448250889778137,0.715517520904541,-1.0,24,0.10546875,227.55555555555554,0.000823974609375,1572864,6912,fp32,288,0.09439083188772202,0.21861616969108583
2,4,4,0.09439083188772202,4.672749837239583,0.01643092930316925,0.12818318605422974,17.843378780700235,0.28422078490257263,0.715779185295105,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,0.09507381916046143,0.21921489238739014
3,3,5,0.09507381916046143,3.68194580078125,0.01625041849911213,0.12747712433338165,17.89135490543243,0.28519999980926514,0.7148000001907349,-1.0,40,0.17578125,136.53333333333333,0.001373291015625,1572864,11520,fp32,288,0.09465157985687256,0.21868126392364504
4,3,5,0.09465157985687256,4.5623779296875,0.01670912653207779,0.12926378846168518,17.77046247534685,0.2849118113517761,0.7150881886482239,-1.0,48,0.2109375,113.77777777777777,0.00164794921875,1572864,13824,fp32,288,0.09582605212926865,0.2196784794330597
5,3,5,0.09582605212926865,6.990559895833333,0.01685919053852558,0.12984295189380646,17.731632611917647,0.28341028094291687,0.7165896892547607,-1.0,56,0.24609375,97.52380952380952,0.001922607421875,1572864,16128,fp32,288,0.0967191755771637,0.2206932783126831
6,3,5,0.0967191755771637,4.55169677734375,0.016487309709191322,0.1284029185771942,17.828502162627395,0.28336796164512634,0.7166320085525513,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,0.09596989303827286,0.22010231614112855
7,3,5,0.09596989303827286,4.510498046875,0.016250843182206154,0.12747879326343536,17.891241093598474,0.2850356698036194,0.7149643301963806,-1.0,72,0.31640625,75.85185185185185,0.002471923828125,1572864,20736,fp32,288,0.09477168321609497,0.2188102126121521
8,4,4,0.09477168321609497,4.941304524739583,0.015951691195368767,0.12630000710487366,17.97193252923339,0.28491637110710144,0.7150835990905762,-1.0,80,0.3515625,68.26666666666667,0.00274658203125,1572864,23040,fp32,288,0.09397544711828232,0.2181970775127411
9,4,4,0.09397544711828232,3.23333740234375,0.01618397980928421,0.12721626460552216,17.909146642570015,0.2845008075237274,0.7154991626739502,-1.0,88,0.38671875,62.06060606060606,0.003021240234375,1572864,25344,fp32,288,0.09498721361160278,0.2190896034240723
10,3,5,0.09498721361160278,3.5563151041666665,0.01600688137114048,0.12651830911636353,17.95693235873276,0.28520897030830383,0.7147910594940186,-1.0,96,0.421875,56.888888888888886,0.0032958984375,1572864,27648,fp32,288,0.09404108673334122,0.2181910812854767
11,3,5,0.09404108673334122,3.53546142578125,0.016540640965104103,0.12861041724681854,17.814476380862338,0.2842785120010376,0.7157214879989624,-1.0,104,0.45703125,52.51282051282051,0.003570556640625,1572864,29952,fp32,288,0.09616169333457947,0.22007365226745607
12,3,5,0.09616169333457947,2.48260498046875,0.016392551362514496,0.12803339958190918,17.8535346101119,0.28330135345458984,0.7166986465454102,-1.0,112,0.4921875,48.76190476190476,0.00384521484375,1572864,32256,fp32,288,0.09617242217063904,0.22027766704559326
13,3,5,0.09617242217063904,2.8783162434895835,0.016468128189444542,0.12832820415496826,17.833557897158865,0.28326869010925293,0.7167313098907471,-1.0,120,0.52734375,45.51111111111111,0.004119873046875,1572864,34560,fp32,288,0.09590116888284683,0.2200671970844269
14,3,5,0.09590116888284683,5.559285481770833,0.017029812559485435,0.13049831986427307,17.687901502496477,0.28267648816108704,0.7173235416412354,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,0.09739992022514343,0.22138464450836182
