image,variant,fit_time,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian
kodim01.png,minibatch,12.246255874633789,0.010615783743560314,0.1030329242348671,19.740479387065356,0.2808166742324829,0.7191833257675171,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim02.png,minibatch,9.882485628128052,0.0027270412538200617,0.05222108215093613,25.643082667520204,0.6695587038993835,0.33044129610061646,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim03.png,minibatch,11.215404748916626,0.003435237566009164,0.05861090123653412,24.640432237605914,0.7109336256980896,0.2890663743019104,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim04.png,minibatch,12.42273759841919,0.004928168840706348,0.07020092010498047,23.073144130409908,0.6006708145141602,0.39932918548583984,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim05.png,minibatch,13.02000617980957,0.022238418459892273,0.14912551641464233,16.52896117699614,0.19018779695034027,0.8098121881484985,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim06.png,minibatch,32.8308629989624,0.006153053138405085,0.07844139635562897,22.109093215434914,0.47775793075561523,0.5222420692443848,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim07.png,minibatch,18.42602777481079,0.009431538172066212,0.09711610525846481,20.254174548308175,0.46968284249305725,0.5303171873092651,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim08.png,minibatch,15.729149341583252,0.026346081867814064,0.1623147577047348,15.792839366454075,0.2555772364139557,0.7444227933883667,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim09.png,minibatch,13.081776857376099,0.007020249962806702,0.08378693461418152,21.53647433634696,0.6360405087471008,0.36395949125289917,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim10.png,minibatch,14.391998767852783,0.005539160221815109,0.07442553341388702,22.565560690316072,0.6126677393913269,0.3873322606086731,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim11.png,minibatch,13.275989055633545,0.007088679354637861,0.08419429510831833,21.49434687345215,0.5207706093788147,0.4792293906211853,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim12.png,minibatch,10.427639245986938,0.005187338218092918,0.0720231756567955,22.85055410087487,0.6793997287750244,0.3206002712249756,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim13.png,minibatch,14.390054702758789,0.012767051346600056,0.11299137771129608,18.939093876247618,0.26069772243499756,0.7393022775650024,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim14.png,minibatch,12.41026759147644,0.010623376816511154,0.10306976735591888,19.7373744654365,0.35973691940307617,0.6402630805969238,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim15.png,minibatch,10.191352844238281,0.007464046124368906,0.08639471232891083,21.2702567200628,0.6808363795280457,0.31916362047195435,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim16.png,minibatch,10.04566216468811,0.0026352249551564455,0.0513344407081604,25.791822822949474,0.5925471186637878,0.40745288133621216,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim17.png,minibatch,7.721868276596069,0.0061737424694001675,0.07857316732406616,22.094514946976375,0.5087084174156189,0.4912915825843811,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim18.png,minibatch,13.832197189331055,0.00842861458659172,0.09180748462677002,20.74243795573324,0.3937028646469116,0.6062971353530884,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim19.png,minibatch,10.025774717330933,0.008351325988769531,0.09138558804988861,20.782445847570536,0.5298643708229065,0.4701356291770935,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim20.png,minibatch,10.295348644256592,0.008077526465058327,0.08987505733966827,20.92721588147631,0.7018909454345703,0.2981090545654297,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim21.png,minibatch,11.043725967407227,0.008687797002494335,0.09320835024118423,20.61090356280541,0.5562982559204102,0.44370174407958984,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim22.png,minibatch,11.055858850479126,0.005281222518533468,0.07267201691865921,22.772655289786663,0.49608540534973145,0.5039145946502686,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim23.png,minibatch,13.853413343429565,0.0067653474397957325,0.08225173503160477,21.69709859060124,0.6726541519165039,0.3273458480834961,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
kodim24.png,minibatch,13.263193130493164,0.009329569526016712,0.09658969938755035,20.30138364377834,0.40983304381370544,0.5901669263839722,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288
