image,n_init,n_gaussians_final,n_iterations,total_time,oracle_clamp,init_psnr,init_ssim,hybrid_mse,hybrid_rmse,hybrid_psnr,hybrid_ssim,hybrid_dssim,hybrid_lpips,hybrid_n_gaussians,hybrid_bits_per_pixel,hybrid_compression_ratio,hybrid_storage_mb,hybrid_original_bits,hybrid_compressed_bits,hybrid_quantization,hybrid_bits_per_gaussian,hybrid_l1,hybrid_loss
kodim01.png,128,1024,14,172.56830191612244,False,18.074372722311235,0.2642383873462677,0.015051509253680706,0.12268459051847458,18.224201200533454,0.26050862669944763,0.7394913733005524,0.9544861316680908,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.09639250487089157,0.22501227855682376
kodim02.png,128,1024,14,205.68397212028503,False,23.167335500569507,0.6191385388374329,0.004671434406191111,0.06834789365530014,23.305499204370804,0.6112462878227234,0.3887537121772766,0.7060217261314392,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.04935460537672043,0.11723442673683167
kodim03.png,128,1024,14,173.39092779159546,False,22.46345856198439,0.6886770129203796,0.004442083183676004,0.0666489526629448,23.524132024806654,0.684853732585907,0.315146267414093,0.596778154373169,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.04366189241409302,0.09795876741409303
kodim04.png,128,1024,14,172.87522387504578,False,21.827948263635186,0.5723245739936829,0.005914749577641487,0.07690741121768951,22.28063547339683,0.5772624611854553,0.4227375388145447,0.7194085717201233,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.053562749177217484,0.12739770710468293
kodim05.png,128,1024,14,179.48157620429993,False,15.1938700606111,0.22405655682086945,0.03263038024306297,0.18063880503177643,14.863778421494025,0.21530675888061523,0.7846932411193848,0.9584171772003174,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.14258494973182678,0.2710066080093384
kodim06.png,128,1024,14,189.70461988449097,False,20.576180023802458,0.43165120482444763,0.008491920307278633,0.09215161949396133,20.709942544965454,0.43158188462257385,0.5684181153774261,0.7705793976783752,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.06555017828941345,0.166123765707016
kodim07.png,128,1024,14,175.56868505477905,False,18.98151113581951,0.5352277159690857,0.010267887264490128,0.10133058577775955,19.885189358859733,0.5322548151016235,0.46774518489837646,0.7608040571212769,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.07251712679862976,0.15156273841857912
kodim08.png,128,1024,14,211.08461689949036,False,13.719918229416063,0.22740870714187622,0.03635874390602112,0.19067968428134918,14.39391075762371,0.2365444153547287,0.7634555846452713,1.008556604385376,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.14603430032730103,0.2695185571908951
kodim09.png,128,1024,14,193.85567092895508,False,20.675791083197335,0.6372938752174377,0.008607938885688782,0.09277898073196411,20.65100724740725,0.6269615292549133,0.37303847074508667,0.6690775156021118,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.058602094650268555,0.12148936986923219
kodim10.png,128,1024,14,206.5599000453949,False,21.503766822984097,0.6097068190574646,0.006782847456634045,0.08235804736614227,21.685878278011067,0.6140099167823792,0.38599008321762085,0.7327104806900024,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.05443337932229042,0.1207447201013565
