iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,27,37,0.07156900316476822,9.571414523654514,0.011686704121530056,0.10810506343841553,19.323078405212122,0.496865838766098,0.503134161233902,0.8198078870773315,192,0.140625,170.66666666666666,0.006591796875,9437184,55296,fp32,288,0.07003898173570633,0.15665801763534548
2,30,34,0.07003898173570633,8.81254408094618,0.011164858937263489,0.10566389560699463,19.52146737520181,0.49959468841552734,0.5004053115844727,0.8090856671333313,256,0.1875,128.0,0.0087890625,9437184,73728,fp32,288,0.06721629947423935,0.153854101896286
3,30,34,0.06721629947423935,10.029347737630209,0.011853791773319244,0.10887511819601059,19.261426972015524,0.4999292194843292,0.5000707805156708,0.8026920557022095,320,0.234375,102.4,0.010986328125,9437184,92160,fp32,288,0.06945017725229263,0.15557429790496827
4,24,40,0.06945017725229263,11.741722954644096,0.010982116684317589,0.10479559749364853,19.593137755050613,0.5010480880737305,0.49895191192626953,0.8062911033630371,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.06695971637964249,0.15335815548896792
5,36,28,0.06695971637964249,15.774027506510416,0.012231405824422836,0.1105956882238388,19.125236973713115,0.5009618401527405,0.4990381598472595,0.8034024238586426,448,0.328125,73.14285714285714,0.015380859375,9437184,129024,fp32,288,0.07192230969667435,0.1573454797267914
6,21,43,0.07192230969667435,9.51809353298611,0.010520954616367817,0.10257170349359512,19.779448534594092,0.5029566287994385,0.4970433712005615,0.806494951248169,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.06455999612808228,0.15105667114257815
7,27,37,0.06455999612808228,11.72027587890625,0.010853159241378307,0.10417849570512772,19.64443922396371,0.5026435256004333,0.49735647439956665,0.8140578269958496,576,0.421875,56.888888888888886,0.019775390625,9437184,165888,fp32,288,0.06570179015398026,0.15203272700309756
8,33,31,0.06570179015398026,9.20808580186632,0.010187540203332901,0.10093334317207336,19.919306298849982,0.5046486258506775,0.4953513741493225,0.8068125247955322,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.06340440362691879,0.14979379773139956
9,34,30,0.06340440362691879,8.9996337890625,0.010625384747982025,0.10307950526475906,19.7365545934521,0.5049344897270203,0.49506551027297974,0.8040941953659058,704,0.515625,46.54545454545455,0.024169921875,9437184,202752,fp32,288,0.06453706324100494,0.1506427526473999
10,32,32,0.06453706324100494,12.311808268229166,0.01109173335134983,0.10531730204820633,19.550005649364607,0.503797709941864,0.496202290058136,0.8116641640663147,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.06651680916547775,0.1524539053440094
11,31,33,0.06651680916547775,10.234493679470486,0.010668969713151455,0.10329070687294006,19.71877598689981,0.5041890740394592,0.49581092596054077,0.8166499733924866,832,0.609375,39.38461538461539,0.028564453125,9437184,239616,fp32,288,0.06495822221040726,0.15112876296043398
12,35,29,0.06495822221040726,11.26556396484375,0.011168275959789753,0.10568006336688995,19.520138840338774,0.5039091110229492,0.4960908889770508,0.8149176836013794,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.06719347834587097,0.15297296047210696
13,27,37,0.06719347834587097,11.214955647786459,0.011239532381296158,0.10601665824651718,19.492518405483445,0.5034517645835876,0.49654823541641235,0.8189744353294373,960,0.703125,34.13333333333333,0.032958984375,9437184,276480,fp32,288,0.06653502583503723,0.15253766775131228
14,27,37,0.06653502583503723,9.133487277560764,0.010918601416051388,0.10449211299419403,19.618328766831716,0.5033811330795288,0.4966188669204712,0.8166408538818359,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.06563089787960052,0.15182849168777468
