iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,17,15,0.07618607580661774,0.008128012530505657,0.09015548974275589,20.900155605851474,0.7695868015289307,0.23041319847106934,0.34548112750053406,96,0.0703125,341.3333333333333,0.0032958984375,9437184,27648,fp32,288,0.05415764078497887,0.08940875232219697
2,15,17,0.05415764078497887,0.006045375484973192,0.0777520090341568,22.185766825082368,0.8114800453186035,0.18851995468139648,0.26354342699050903,128,0.09375,256.0,0.00439453125,9437184,36864,fp32,288,0.04281871020793915,0.07195895910263062
3,15,17,0.04281871020793915,0.004618404898792505,0.06795884668827057,23.355080222375605,0.8434228897094727,0.15657711029052734,0.20273752510547638,160,0.1171875,204.8,0.0054931640625,9437184,46080,fp32,288,0.03572012484073639,0.05989152193069458
4,15,17,0.03572012484073639,0.0036958297714591026,0.06079333648085594,24.32288074399894,0.8683443069458008,0.13165569305419922,0.16658170521259308,192,0.140625,170.66666666666666,0.006591796875,9437184,55296,fp32,288,0.029876910150051117,0.05023266673088074
5,15,17,0.029876910150051117,0.002920570084825158,0.05404229834675789,25.34532254674254,0.8874327540397644,0.1125672459602356,0.1411372721195221,224,0.1640625,146.28571428571428,0.0076904296875,9437184,64512,fp32,288,0.025476112961769104,0.04289433956146241
6,15,17,0.025476112961769104,0.002119678072631359,0.04603996127843857,26.737300688296898,0.9126537442207336,0.08734625577926636,0.1065470278263092,256,0.1875,128.0,0.0087890625,9437184,73728,fp32,288,0.01932891272008419,0.03293238133192063
7,17,15,0.01932891272008419,0.0016329814679920673,0.04041016474366188,27.870188839202076,0.9283081889152527,0.07169181108474731,0.0829065591096878,288,0.2109375,113.77777777777777,0.0098876953125,9437184,82944,fp32,288,0.015758344903588295,0.0269450381398201
8,16,16,0.015758344903588295,0.001351229497231543,0.03675907477736473,28.692707997702094,0.9397280812263489,0.06027191877365112,0.07037664949893951,320,0.234375,102.4,0.010986328125,9437184,92160,fp32,288,0.01342778280377388,0.02279660999774933
9,16,16,0.01342778280377388,0.001146776368841529,0.033864088356494904,29.405212375874335,0.9470108151435852,0.052989184856414795,0.0616990402340889,352,0.2578125,93.0909090909091,0.0120849609375,9437184,101376,fp32,288,0.011741042137145996,0.01999067068099976
10,17,15,0.011741042137145996,0.0009632827714085579,0.031036797910928726,30.162461831088038,0.9561209678649902,0.043879032135009766,0.05344267189502716,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.009899136610329151,0.016695115715265274
11,18,14,0.009899136610329151,0.0006719368975609541,0.025921745225787163,31.726714354669717,0.9667766094207764,0.03322339057922363,0.039668239653110504,416,0.3046875,78.76923076923077,0.0142822265625,9437184,119808,fp32,288,0.007466309703886509,0.012617725878953934
12,16,16,0.007466309703886509,0.0005798357306048274,0.024079779163002968,32.36695058628643,0.971376895904541,0.028623104095458984,0.0343463160097599,448,0.328125,73.14285714285714,0.015380859375,9437184,129024,fp32,288,0.006576276384294033,0.010985641926527024
13,15,17,0.006576276384294033,0.000483622367028147,0.021991414949297905,33.15493770839914,0.9755313992500305,0.024468600749969482,0.029250290244817734,480,0.3515625,68.26666666666667,0.0164794921875,9437184,138240,fp32,288,0.005678705871105194,0.009436684846878051
14,14,18,0.005678705871105194,0.00041604723082855344,0.020397236570715904,33.80857219478018,0.978938639163971,0.021061360836029053,0.02477186731994152,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.004942574072629213,0.00816633142530918
