tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,31.929872545683065,33.824223399908185,64,64
1,0,64,64,128,64,64,7,31.860746644766117,33.38337541215646,64,64
2,0,128,64,192,64,64,7,23.455838447702465,24.15781603211024,64,64
3,0,192,64,256,64,64,7,30.032056851472845,33.017353275796864,64,64
4,64,0,128,64,64,64,7,21.977048431784713,22.1862814391772,64,64
5,64,64,128,128,64,64,7,27.488236656516968,27.666429476182287,64,64
6,64,128,128,192,64,64,7,21.290107553830158,22.541995662222952,64,64
7,64,192,128,256,64,64,7,33.637295403752326,35.23661920207633,64,64
8,128,0,192,64,64,64,7,14.942978193458456,15.085767788618213,64,64
9,128,64,192,128,64,64,7,16.668866826355025,16.421360715255602,64,64
10,128,128,192,192,64,64,7,19.060695736869327,19.117307482041547,64,64
11,128,192,192,256,64,64,7,19.234599724871945,19.60696560010853,64,64
12,192,0,256,64,64,64,7,18.278406809139796,18.17418121006471,64,64
13,192,64,256,128,64,64,7,24.94316410353205,25.20211069249644,64,64
14,192,128,256,192,64,64,7,28.66435734234308,28.625407205960244,64,64
15,192,192,256,256,64,64,7,27.25021914970609,27.724967637271668,64,64
