tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,24.805635552673802,25.677100517474173,64,64
1,0,64,64,128,64,64,7,23.57743696050242,22.807172828396396,64,64
2,0,128,64,192,64,64,7,22.13129697436251,21.817691586711227,64,64
3,0,192,64,256,64,64,7,25.233403383968586,26.262498497911075,64,64
4,64,0,128,64,64,64,7,18.632686100067566,19.200053346887728,64,64
5,64,64,128,128,64,64,7,18.07578143656293,18.50312582171552,64,64
6,64,128,128,192,64,64,7,19.482781955498243,19.32296047001239,64,64
7,64,192,128,256,64,64,7,23.933882444512903,25.790302122172957,64,64
8,128,0,192,64,64,64,7,26.517326896971976,26.546833117298686,64,64
9,128,64,192,128,64,64,7,21.834643336402895,21.351596014729843,64,64
10,128,128,192,192,64,64,7,19.07655317250648,19.559403899517395,64,64
11,128,192,192,256,64,64,7,21.63870924371163,22.30898437868074,64,64
12,192,0,256,64,64,64,7,30.02380297205402,31.410661034794156,64,64
13,192,64,256,128,64,64,7,29.209338666411412,29.28297044432936,64,64
14,192,128,256,192,64,64,7,26.868122543890948,26.667604140584306,64,64
15,192,192,256,256,64,64,7,27.021539728382407,25.1431514002461,64,64
