tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,23.114958972420943,23.623646175192683,64,64
1,0,64,64,128,64,64,7,19.28312724308928,20.069744941389814,64,64
2,0,128,64,192,64,64,7,17.646006659412997,18.074563426947122,64,64
3,0,192,64,256,64,64,7,20.070830607555227,20.70155192450229,64,64
4,64,0,128,64,64,64,7,25.691940130010384,26.09176983119339,64,64
5,64,64,128,128,64,64,7,25.621212012004104,26.47611626451852,64,64
6,64,128,128,192,64,64,7,23.16456412860328,23.939850037343042,64,64
7,64,192,128,256,64,64,7,24.671476595690418,24.58604562582229,64,64
8,128,0,192,64,64,64,7,15.943709090008554,16.209911289340702,64,64
9,128,64,192,128,64,64,7,18.37636336409742,18.30997222952438,64,64
10,128,128,192,192,64,64,7,17.703397904766568,17.857286782292622,64,64
11,128,192,192,256,64,64,7,19.528983398996864,19.861892352916428,64,64
12,192,0,256,64,64,64,7,19.887057303886753,20.4732825397343,64,64
13,192,64,256,128,64,64,7,18.739927077703918,19.67155563510534,64,64
14,192,128,256,192,64,64,7,17.235622858877026,16.94730217187849,64,64
15,192,192,256,256,64,64,7,17.283150187991883,17.405449876474634,64,64
