tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,23.693172272773374,28.731083871977688,64,64
1,0,64,64,128,64,64,7,26.559815029659234,22.896603936236627,64,64
2,0,128,64,192,64,64,7,30.89410571036879,46.15615900047058,64,64
3,0,192,64,256,64,64,7,27.78492273181163,43.57582260045399,64,64
4,64,0,128,64,64,64,7,18.86098633540405,21.956624975966577,64,64
5,64,64,128,128,64,64,7,23.96660967648618,26.923858737828432,64,64
6,64,128,128,192,64,64,7,45.28339759486403,46.64472890076884,64,64
7,64,192,128,256,64,64,7,42.93578112659566,45.93877352025778,64,64
8,128,0,192,64,64,64,7,16.493200952582395,17.461729315353487,64,64
9,128,64,192,128,64,64,7,17.96179682256913,17.96234016560184,64,64
10,128,128,192,192,64,64,7,18.86257726364227,19.103078761471647,64,64
11,128,192,192,256,64,64,7,28.674780898109663,26.337102151794333,64,64
12,192,0,256,64,64,64,7,23.845388723486014,23.94882652153171,64,64
13,192,64,256,128,64,64,7,22.801090885388806,23.093734814023705,64,64
14,192,128,256,192,64,64,7,20.022323853500453,21.163776412763152,64,64
15,192,192,256,256,64,64,7,26.93137025393392,27.537774724286376,64,64
