tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,25.37028658725466,25.710618522536475,64,64
1,0,64,64,128,64,64,7,23.932410608670768,24.94171560422511,64,64
2,0,128,64,192,64,64,7,23.319748796574068,24.668164957077316,64,64
3,0,192,64,256,64,64,7,21.497638060244483,21.208755367909365,64,64
4,64,0,128,64,64,64,7,29.260516168607126,30.066119497613464,64,64
5,64,64,128,128,64,64,7,28.813763214968002,29.94761564241758,64,64
6,64,128,128,192,64,64,7,25.80039141229086,27.412007879608904,64,64
7,64,192,128,256,64,64,7,27.67901267427307,28.64749901122022,64,64
8,128,0,192,64,64,64,7,23.772501368027662,24.665761685625256,64,64
9,128,64,192,128,64,64,7,25.948691705818085,28.181429816225936,64,64
10,128,128,192,192,64,64,7,21.704919973721353,22.502342696377458,64,64
11,128,192,192,256,64,64,7,20.169988977488856,20.4092544154918,64,64
12,192,0,256,64,64,64,7,23.606229049080536,23.59474800801395,64,64
13,192,64,256,128,64,64,7,24.339895280687994,24.961297078136887,64,64
14,192,128,256,192,64,64,7,18.471261152952778,20.40610582224995,64,64
15,192,192,256,256,64,64,7,28.315305169730184,26.013624623293488,64,64
