tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,19.903743707865956,19.96796898534493,64,64
1,0,64,64,128,64,64,7,20.69002342247359,21.2725263849811,64,64
2,0,128,64,192,64,64,7,17.988918121735292,19.01053629346289,64,64
3,0,192,64,256,64,64,7,19.38243896256768,19.543097634183344,64,64
4,64,0,128,64,64,64,7,21.273329463257213,20.851981671562932,64,64
5,64,64,128,128,64,64,7,20.747978224446413,20.035105544747136,64,64
6,64,128,128,192,64,64,7,20.172390920808535,19.30007077865653,64,64
7,64,192,128,256,64,64,7,20.139727533719764,19.845872426718515,64,64
8,128,0,192,64,64,64,7,22.33715930447473,22.183759799044065,64,64
9,128,64,192,128,64,64,7,21.76608942562058,23.273082318742393,64,64
10,128,128,192,192,64,64,7,19.56774698067049,19.911831531176944,64,64
11,128,192,192,256,64,64,7,19.1616542766101,19.464383645385055,64,64
12,192,0,256,64,64,64,7,23.176983717600578,23.433039159587253,64,64
13,192,64,256,128,64,64,7,22.20861091982512,23.248056759403344,64,64
14,192,128,256,192,64,64,7,23.427013188456343,23.397565725676653,64,64
15,192,192,256,256,64,64,7,22.95502825642512,23.361514908467488,64,64
