tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,18.913614071320165,20.59679413964224,64,64
1,0,64,64,128,64,64,7,18.66238812494644,20.740700915376028,64,64
2,0,128,64,192,64,64,7,27.22827879097103,28.98579227111506,64,64
3,0,192,64,256,64,64,7,27.541703554182643,31.834263849487684,64,64
4,64,0,128,64,64,64,7,21.619454992561597,21.78623861606833,64,64
5,64,64,128,128,64,64,7,21.690386806350222,21.907669189685983,64,64
6,64,128,128,192,64,64,7,24.897486188333907,25.480787771953448,64,64
7,64,192,128,256,64,64,7,29.288184892373472,29.64870738875668,64,64
8,128,0,192,64,64,64,7,18.168022398705922,18.65914749885855,64,64
9,128,64,192,128,64,64,7,20.81882099407636,20.935148914133382,64,64
10,128,128,192,192,64,64,7,21.864654838622776,22.105035821008517,64,64
11,128,192,192,256,64,64,7,27.122485991329043,26.959129361826598,64,64
12,192,0,256,64,64,64,7,21.82304318475643,20.835697268092996,64,64
13,192,64,256,128,64,64,7,30.897468471440842,31.672839133093582,64,64
14,192,128,256,192,64,64,7,29.234781261995266,29.524521277663386,64,64
15,192,192,256,256,64,64,7,28.701075682577375,28.982803800665415,64,64
