tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,23.411980693460933,23.919406808563515,64,64
1,0,64,64,128,64,64,7,27.811909605819025,28.790690462476036,64,64
2,0,128,64,192,64,64,7,31.250754011615363,33.462483583986256,64,64
3,0,192,64,256,64,64,7,24.03647860243314,26.425343726840094,64,64
4,64,0,128,64,64,64,7,22.501109291585067,23.971526648150817,64,64
5,64,64,128,128,64,64,7,20.62963590264618,21.16921545835816,64,64
6,64,128,128,192,64,64,7,24.957453268155962,25.900139683326753,64,64
7,64,192,128,256,64,64,7,31.7715573084217,35.49988638173972,64,64
8,128,0,192,64,64,64,7,27.96068865455782,28.275676330392223,64,64
9,128,64,192,128,64,64,7,24.62171108189215,26.21094831900332,64,64
10,128,128,192,192,64,64,7,22.003687031122926,23.369577636180733,64,64
11,128,192,192,256,64,64,7,23.95872211230694,24.628918567598994,64,64
12,192,0,256,64,64,64,7,30.73523321489375,30.4139812062491,64,64
13,192,64,256,128,64,64,7,28.394277493979082,28.206051035176934,64,64
14,192,128,256,192,64,64,7,25.967025657915258,28.353379396509922,64,64
15,192,192,256,256,64,64,7,24.861702414619597,25.973727985262897,64,64
