tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,17.683869116785452,19.026308945019853,64,64
1,0,64,64,128,64,64,7,20.509866742644682,20.917127804936438,64,64
2,0,128,64,192,64,64,7,21.341976691998276,21.779806678461398,64,64
3,0,192,64,256,64,64,7,24.082400994054673,24.197623012465478,64,64
4,64,0,128,64,64,64,7,20.68863580677999,21.03820088476702,64,64
5,64,64,128,128,64,64,7,22.185857381104533,23.034302446236175,64,64
6,64,128,128,192,64,64,7,19.389996148098557,19.927723719382538,64,64
7,64,192,128,256,64,64,7,18.921982522174925,18.616791490328456,64,64
8,128,0,192,64,64,64,7,19.473381459447975,20.72338729546638,64,64
9,128,64,192,128,64,64,7,24.546194329705656,24.771652597624918,64,64
10,128,128,192,192,64,64,7,23.392476276176296,23.344621102489658,64,64
11,128,192,192,256,64,64,7,25.596153794927044,25.589752576759924,64,64
12,192,0,256,64,64,64,7,19.713978810377824,19.236665190010335,64,64
13,192,64,256,128,64,64,7,21.840683923658467,21.771850994959436,64,64
14,192,128,256,192,64,64,7,21.86167596079144,22.288153523892035,64,64
15,192,192,256,256,64,64,7,22.625330749749537,23.229996282337794,64,64
