tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,34.11897336649295,36.24524182443429,64,64
1,0,64,64,128,64,64,7,36.01679345126839,39.37262003121048,64,64
2,0,128,64,192,64,64,7,26.971835961815117,32.00243979391683,64,64
3,0,192,64,256,64,64,7,32.86000560575765,38.14677812616391,64,64
4,64,0,128,64,64,64,7,34.816706367126855,40.51850754453425,64,64
5,64,64,128,128,64,64,7,19.946725302742678,16.26574523760832,64,64
6,64,128,128,192,64,64,7,22.247465808399596,25.94227332584252,64,64
7,64,192,128,256,64,64,7,27.76109398971581,31.5767302455599,64,64
8,128,0,192,64,64,64,7,25.005456732643758,26.272092782725952,64,64
9,128,64,192,128,64,64,7,18.763848578483433,16.960029321370722,64,64
10,128,128,192,192,64,64,7,23.700721782347518,23.90486059011011,64,64
11,128,192,192,256,64,64,7,17.98839236718323,19.068621001441546,64,64
12,192,0,256,64,64,64,7,22.781844060002566,23.675663226127984,64,64
13,192,64,256,128,64,64,7,17.723420298432192,18.52078193028724,64,64
14,192,128,256,192,64,64,7,20.48602078941952,21.183448795955297,64,64
15,192,192,256,256,64,64,7,21.696696091567386,22.016018317521354,64,64
