tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,22.991370718129645,27.75232128598018,64,64
1,0,64,64,128,64,64,7,20.827151977183785,20.611388269101184,64,64
2,0,128,64,192,64,64,7,23.679954213419613,25.10530083438443,64,64
3,0,192,64,256,64,64,7,20.499290608480937,22.664413697796387,64,64
4,64,0,128,64,64,64,7,28.365805479154847,33.55111345312257,64,64
5,64,64,128,128,64,64,7,18.244537165634284,17.322782714610234,64,64
6,64,128,128,192,64,64,7,21.192420286712,22.050338166746478,64,64
7,64,192,128,256,64,64,7,19.473307599992545,20.598336903695362,64,64
8,128,0,192,64,64,64,7,27.132852046076643,31.04720435700584,64,64
9,128,64,192,128,64,64,7,21.090055994560704,22.53826333880395,64,64
10,128,128,192,192,64,64,7,27.726275878745614,30.071207413067683,64,64
11,128,192,192,256,64,64,7,21.23424046287241,21.25686011254168,64,64
12,192,0,256,64,64,64,7,23.35126808347315,22.374522476444323,64,64
13,192,64,256,128,64,64,7,24.910676483246476,25.679580298672665,64,64
14,192,128,256,192,64,64,7,25.69724087766929,26.275190586345772,64,64
15,192,192,256,256,64,64,7,17.031694206983815,18.868338787507483,64,64
