tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,27.521507499951845,27.560062635589183,64,64
1,0,64,64,128,64,64,7,21.65021401899443,21.972140946387352,64,64
2,0,128,64,192,64,64,7,18.28898059388862,18.208853098857553,64,64
3,0,192,64,256,64,64,7,29.692482625411326,34.00864264951593,64,64
4,64,0,128,64,64,64,7,24.94885352550145,25.345405250563225,64,64
5,64,64,128,128,64,64,7,21.36251880555175,21.701379188575753,64,64
6,64,128,128,192,64,64,7,21.681914285373644,21.007962572961695,64,64
7,64,192,128,256,64,64,7,22.150227087354722,24.386244811811345,64,64
8,128,0,192,64,64,64,7,22.201852848778643,23.1849965389649,64,64
9,128,64,192,128,64,64,7,21.260856298243024,21.098628132244883,64,64
10,128,128,192,192,64,64,7,23.301355562940635,23.90664512702781,64,64
11,128,192,192,256,64,64,7,19.679932181503062,20.305648092602432,64,64
12,192,0,256,64,64,64,7,22.38949206033723,22.484362523083764,64,64
13,192,64,256,128,64,64,7,25.398515953891312,26.53786785436182,64,64
14,192,128,256,192,64,64,7,24.040583901750555,23.22089683770377,64,64
15,192,192,256,256,64,64,7,22.940079410215525,24.079460302338124,64,64
