tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,16.4668037395925,16.99169151532505,64,64
1,0,64,64,128,64,64,7,14.746178065359377,15.204323028248032,64,64
2,0,128,64,192,64,64,7,14.797018605769798,15.663328243083791,64,64
3,0,192,64,256,64,64,7,19.746413647754782,19.598441882506005,64,64
4,64,0,128,64,64,64,7,17.34457204007868,17.66789335423628,64,64
5,64,64,128,128,64,64,7,15.220499927392847,15.772849910552793,64,64
6,64,128,128,192,64,64,7,14.792991023737386,15.28916241402291,64,64
7,64,192,128,256,64,64,7,17.29576128835263,18.13248878074343,64,64
8,128,0,192,64,64,64,7,19.42738390157647,19.97236356015066,64,64
9,128,64,192,128,64,64,7,18.168602485875542,17.93924621412533,64,64
10,128,128,192,192,64,64,7,18.148999041719986,17.833665180138645,64,64
11,128,192,192,256,64,64,7,19.335120350882406,19.05289023142905,64,64
12,192,0,256,64,64,64,7,20.585558980149898,20.030933502171877,64,64
13,192,64,256,128,64,64,7,18.618275885634123,18.070321564849166,64,64
14,192,128,256,192,64,64,7,18.323069893884973,18.25541286008187,64,64
15,192,192,256,256,64,64,7,19.160112791748194,19.670715787120514,64,64
