tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,21.936217828574804,22.426633415464778,64,64
1,0,64,64,128,64,64,7,20.121213907177903,21.189618402221335,64,64
2,0,128,64,192,64,64,7,17.197355765748817,18.09685251786394,64,64
3,0,192,64,256,64,64,7,16.446686161841203,15.930530811888774,64,64
4,64,0,128,64,64,64,7,19.633721518101922,19.366481731795112,64,64
5,64,64,128,128,64,64,7,16.483423486494615,17.476399439392935,64,64
6,64,128,128,192,64,64,7,14.184359727693849,15.329899229526152,64,64
7,64,192,128,256,64,64,7,14.84683456628172,14.676983645700982,64,64
8,128,0,192,64,64,64,7,17.210634703360327,17.914291383796915,64,64
9,128,64,192,128,64,64,7,17.358090038627804,17.8890732097096,64,64
10,128,128,192,192,64,64,7,14.586205199143228,14.878730515385215,64,64
11,128,192,192,256,64,64,7,14.888512861210412,15.11421074901639,64,64
12,192,0,256,64,64,64,7,16.832077874525115,17.583931617817264,64,64
13,192,64,256,128,64,64,7,17.498550513935935,17.531247065348097,64,64
14,192,128,256,192,64,64,7,14.924475022710968,15.293561154580122,64,64
15,192,192,256,256,64,64,7,15.116063231969616,15.257961875226096,64,64
