tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,39.71637857444382,41.17648317243648,64,64
1,0,64,64,128,64,64,7,23.877824868187027,27.60356106758923,64,64
2,0,128,64,192,64,64,7,40.179609547548395,42.40309094579062,64,64
3,0,192,64,256,64,64,7,44.5126892763006,45.7379729174183,64,64
4,64,0,128,64,64,64,7,21.2956645449815,21.811403200304436,64,64
5,64,64,128,128,64,64,7,19.94758809753637,21.089965228324367,64,64
6,64,128,128,192,64,64,7,31.040484258725183,30.114645729492736,64,64
7,64,192,128,256,64,64,7,32.6361606045489,32.355549659315244,64,64
8,128,0,192,64,64,64,7,18.4658436073637,18.574603179256812,64,64
9,128,64,192,128,64,64,7,17.043828077859335,18.14671302233345,64,64
10,128,128,192,192,64,64,7,18.594347171355576,19.073875928030724,64,64
11,128,192,192,256,64,64,7,21.67202735734009,22.41149345818299,64,64
12,192,0,256,64,64,64,7,18.362710802579034,18.770350931432493,64,64
13,192,64,256,128,64,64,7,19.712352426781223,19.089119422460918,64,64
14,192,128,256,192,64,64,7,20.431373362324614,20.52605899109516,64,64
15,192,192,256,256,64,64,7,18.251367929416126,19.992970644925364,64,64
