tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,25.377153844226356,25.892786179145205,64,64
1,0,64,64,128,64,64,7,21.504698630405272,23.775189988887362,64,64
2,0,128,64,192,64,64,7,26.9312805075662,28.073368845431574,64,64
3,0,192,64,256,64,64,7,23.69430331913092,23.146101602178856,64,64
4,64,0,128,64,64,64,7,24.233645798463066,23.96950099582734,64,64
5,64,64,128,128,64,64,7,20.837069593507444,20.029266970137932,64,64
6,64,128,128,192,64,64,7,19.848426463722827,19.58271039045872,64,64
7,64,192,128,256,64,64,7,23.549432263952568,23.754393213364168,64,64
8,128,0,192,64,64,64,7,23.62718945551613,23.889663318786184,64,64
9,128,64,192,128,64,64,7,21.016816658451845,19.304961719967903,64,64
10,128,128,192,192,64,64,7,23.70456022884627,24.022875510458665,64,64
11,128,192,192,256,64,64,7,26.986761085651963,26.63814219427811,64,64
12,192,0,256,64,64,64,7,25.531610315866835,25.869591984215038,64,64
13,192,64,256,128,64,64,7,25.845262151231225,26.182252267120155,64,64
14,192,128,256,192,64,64,7,26.647927911837698,27.296268642787584,64,64
15,192,192,256,256,64,64,7,26.949683337128434,26.59892566590763,64,64
