tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,64,64,7,25.52143042091513,26.27385407900256,64,64
1,0,64,64,128,64,64,7,37.485354724145935,39.689185444075,64,64
2,0,128,64,192,64,64,7,23.188810420254722,26.255152428886493,64,64
3,0,192,64,256,64,64,7,28.510492235295008,29.71857684873124,64,64
4,64,0,128,64,64,64,7,25.602109917757844,26.60121299682701,64,64
5,64,64,128,128,64,64,7,24.547391120993577,24.927999489330745,64,64
6,64,128,128,192,64,64,7,22.683493419788306,23.59482501156467,64,64
7,64,192,128,256,64,64,7,25.10011060617511,25.93195269203146,64,64
8,128,0,192,64,64,64,7,25.654564946493785,26.087593412760086,64,64
9,128,64,192,128,64,64,7,29.57794349543894,30.18045128909886,64,64
10,128,128,192,192,64,64,7,27.841135063885105,28.761734275833454,64,64
11,128,192,192,256,64,64,7,27.541151111468164,27.75308886128603,64,64
12,192,0,256,64,64,64,7,24.59639767510268,24.680885985382126,64,64
13,192,64,256,128,64,64,7,30.408433769726106,30.475839660061396,64,64
14,192,128,256,192,64,64,7,26.421033005220423,26.512789315881417,64,64
15,192,192,256,256,64,64,7,25.389386392030655,25.864333220423866,64,64
