folder,n_components,psnr,rmse,ssim,lpips,fit_time,render_time,total_time
em_10,10,17.396163023912248,0.134955883026123,0.202505812048912,1.0966068506240845,9.978872060775757,0.0439479351043701,10.022854089736938
em_50,50,18.296181506547747,0.121672086417675,0.2321198731660843,1.033347725868225,30.278460264205933,0.1478309631347656,30.426334142684937
em_100,100,19.05231455410092,0.1115280985832214,0.2639488875865936,0.8840981125831604,38.26220417022705,0.2616331577301025,38.523887157440186
em_250,250,20.509986974582727,0.0942976027727127,0.3309369385242462,0.7097063064575195,67.21072483062744,0.5575461387634277,67.76908898353577
em_500,500,21.30757052962084,0.0860243588685989,0.3934498727321625,0.6360531449317932,163.70708918571472,1.050494909286499,164.75850200653076
em_1000,1000,21.908300076181536,0.0802758708596229,0.4380347430706024,0.5944423079490662,353.8300530910492,2.1164889335632324,355.94732785224915
em_2500,2500,22.525796779456595,0.074767030775547,0.4903084337711334,0.5361360311508179,1358.2065558433533,5.237730979919434,1363.4502749443054
em_5000,5000,23.047895792115902,0.0704052820801734,0.533543050289154,0.491714745759964,6629.551776885986,10.920647382736206,6640.501586198807
