epoch,loss,l1,dssim,mse,rmse,psnr,ssim,active_gaussians
1,0.3813963532447815,0.35231050848960876,0.4977398216724396,0.15067635476589203,0.38817052279364544,8.219548947123146,0.5022601783275604,32
2,0.3813479542732239,0.352289080619812,0.4975834786891937,0.15062175691127777,0.38810018926982986,8.221122906355385,0.5024165213108063,32
3,0.38131439685821533,0.3522682189941406,0.49749913811683655,0.15057705342769623,0.38804259228555854,8.22241205330448,0.5025008618831635,32
4,0.3812846541404724,0.3522438704967499,0.4974476099014282,0.15054017305374146,0.38799506833688163,8.223475887689228,0.5025523900985718,32
5,0.3812550902366638,0.3522212505340576,0.4973905384540558,0.15051232278347015,0.3879591766970723,8.224279416568214,0.5026094615459442,32
6,0.38122573494911194,0.352199524641037,0.49733051657676697,0.15049727261066437,0.38793977961877585,8.224713702192483,0.502669483423233,32
7,0.3811953663825989,0.35217806696891785,0.49726447463035583,0.15048594772815704,0.3879251831579861,8.225040520011408,0.5027355253696442,32
8,0.3811662793159485,0.35215654969215393,0.4972051680088043,0.150474414229393,0.38791031725051217,8.225373383438125,0.5027948319911957,32
9,0.38113853335380554,0.3521338999271393,0.49715694785118103,0.15046395361423492,0.38789683372545714,8.225675304889474,0.502843052148819,32
10,0.38111165165901184,0.35211071372032166,0.4971153736114502,0.15045394003391266,0.3878839259803281,8.225964343379278,0.5028846263885498,32
11,0.3810855448246002,0.3520873785018921,0.49707815051078796,0.15044309198856354,0.38786994210503545,8.226277490119331,0.502921849489212,32
12,0.38105839490890503,0.35206368565559387,0.4970370829105377,0.15043020248413086,0.38785332599338485,8.226649596301709,0.5029629170894623,32
13,0.38103237748146057,0.35203981399536133,0.49700260162353516,0.15041548013687134,0.3878343462573568,8.227074653701278,0.5029973983764648,32
14,0.3810059428215027,0.35201600193977356,0.49696555733680725,0.15039639174938202,0.3878097365324677,8.227625827516905,0.5030344426631927,32
15,0.3809797763824463,0.351992130279541,0.4969303607940674,0.15037661790847778,0.3877842414390737,8.228196867452116,0.5030696392059326,32
16,0.38095512986183167,0.3519679009914398,0.4969039261341095,0.15035615861415863,0.38775786080253566,8.228787781334997,0.5030960738658905,32
17,0.38092827796936035,0.3519425392150879,0.49687114357948303,0.15033508837223053,0.3877306905214372,8.229396424912244,0.503128856420517,32
18,0.38090112805366516,0.3519165813922882,0.496839314699173,0.1503133326768875,0.3877026343434972,8.230024958294504,0.503160685300827,32
19,0.380874902009964,0.35189053416252136,0.49681225419044495,0.15029335021972656,0.3876768631472951,8.230602342057448,0.503187745809555,32
20,0.3808504045009613,0.35186412930488586,0.4967954456806183,0.15027691423892975,0.3876556645257873,8.231077309584922,0.5032045543193817,32
21,0.38082247972488403,0.3518376350402832,0.4967617690563202,0.1502608358860016,0.38763492603995525,8.231541992637478,0.5032382309436798,32
22,0.3807918131351471,0.351811021566391,0.4967150390148163,0.15024416148662567,0.387613417578166,8.232023954648355,0.5032849609851837,32
23,0.3807608187198639,0.35178354382514954,0.4966698884963989,0.15022830665111542,0.38759296517237696,8.232482277343813,0.5033301115036011,32
24,0.3807314932346344,0.3517554700374603,0.4966355264186859,0.15021280944347382,0.3875729730560089,8.232930308682041,0.5033644735813141,32
25,0.3807017505168915,0.35172685980796814,0.4966013431549072,0.15019536018371582,0.3875504614675563,8.233434830063008,0.5033986568450928,32
26,0.38066789507865906,0.3516975939273834,0.49654898047447205,0.15017275512218475,0.3875212963466456,8.234088511529032,0.503451019525528,32
27,0.3806356191635132,0.35166850686073303,0.49650391936302185,0.15014797449111938,0.3874893217768967,8.234805218055477,0.5034960806369781,32
28,0.38060569763183594,0.3516395092010498,0.49647045135498047,0.15012621879577637,0.3874612481213784,8.235434534770596,0.5035295486450195,32
29,0.3805760443210602,0.3516102731227875,0.49643900990486145,0.1501035839319229,0.38743203782331026,8.236089379585662,0.5035609900951385,32
30,0.38054782152175903,0.3515808880329132,0.49641552567481995,0.1500823199748993,0.3874045946744815,8.236704652927141,0.50358447432518,32
31,0.3805171251296997,0.35154998302459717,0.4963856041431427,0.15005959570407867,0.38737526470346384,8.237362276865646,0.5036143958568573,32
32,0.380484938621521,0.35151854157447815,0.4963504374027252,0.15003752708435059,0.387346778848554,8.238001022062065,0.5036495625972748,32
33,0.3804529011249542,0.3514862060546875,0.4963196814060211,0.1500181406736374,0.3873217534216706,8.238562212008295,0.5036803185939789,32
34,0.38042253255844116,0.3514540493488312,0.4962964951992035,0.1500018835067749,0.38730076620989906,8.239032873783705,0.5037035048007965,32
35,0.38038891553878784,0.35142168402671814,0.49625781178474426,0.14997874200344086,0.3872708896927845,8.239702932204782,0.5037421882152557,32
36,0.38035574555397034,0.3513888418674469,0.4962233006954193,0.14995692670345306,0.3872427232414485,8.240334685304171,0.5037766993045807,32
37,0.3803226947784424,0.3513554334640503,0.49619174003601074,0.1499338001012802,0.38721286148742556,8.241004512999684,0.5038082599639893,32
38,0.3802863657474518,0.35132113099098206,0.4961472451686859,0.14991143345832825,0.38718397882444494,8.241652427892909,0.5038527548313141,32
39,0.38025063276290894,0.351286381483078,0.4961075782775879,0.1498912125825882,0.38715786519530787,8.242238267602902,0.5038924217224121,32
40,0.3802163004875183,0.35125216841697693,0.49607279896736145,0.14987100660800934,0.38713176905029295,8.242823754546,0.5039272010326385,32
41,0.38018009066581726,0.3512172996997833,0.49603113532066345,0.14984512329101562,0.3870983380111772,8.243573863108256,0.5039688646793365,32
42,0.3801438510417938,0.3511820137500763,0.49599114060401917,0.14981834590435028,0.387063749147799,8.244350018528399,0.5040088593959808,32
43,0.38010504841804504,0.35114550590515137,0.495943158864975,0.1497935801744461,0.38703175602842477,8.245067988603607,0.504056841135025,32
44,0.38007014989852905,0.35110917687416077,0.4959140717983246,0.14977304637432098,0.3870052278384893,8.245663363074895,0.5040859282016754,32
45,0.3800322413444519,0.3510726988315582,0.49587035179138184,0.14974844455718994,0.3869734416690504,8.246376796585691,0.5041296482086182,32
46,0.37999585270881653,0.3510362207889557,0.4958343803882599,0.14972618222236633,0.3869446759193959,8.24702248796085,0.5041656196117401,32
47,0.3799576163291931,0.35099852085113525,0.4957939386367798,0.14970214664936066,0.3869136165210016,8.247719717697297,0.5042060613632202,32
48,0.37991946935653687,0.35095998644828796,0.4957573413848877,0.149677112698555,0.38688126434160003,8.248446027645214,0.5042426586151123,32
49,0.37988314032554626,0.35092130303382874,0.4957304298877716,0.1496545374393463,0.38685208728834114,8.249101107755143,0.5042695701122284,32
50,0.379844069480896,0.3508824408054352,0.49569055438041687,0.1496300995349884,0.38682050040682747,8.24981034877304,0.5043094456195831,32
51,0.3798057436943054,0.35084328055381775,0.49565550684928894,0.14960499107837677,0.38678804412543155,8.250539171328677,0.5043444931507111,32
52,0.37976714968681335,0.350803017616272,0.4956235885620117,0.14957772195339203,0.3867527917848713,8.251330850126697,0.5043764114379883,32
53,0.3797262907028198,0.35076260566711426,0.4955810308456421,0.1495487242937088,0.3867153013441656,8.252172870200653,0.5044189691543579,32
54,0.37968572974205017,0.3507227897644043,0.49553748965263367,0.149521604180336,0.3866802350526026,8.252960518756156,0.5044625103473663,32
55,0.37964531779289246,0.350681871175766,0.4954991042613983,0.14949433505535126,0.38664497288255445,8.253752639106821,0.5045008957386017,32
56,0.3796052038669586,0.3506399095058441,0.4954662621021271,0.1494668573141098,0.3866094376940504,8.254550965560325,0.5045337378978729,32
57,0.37956470251083374,0.35059842467308044,0.4954298436641693,0.14944100379943848,0.3865760000303155,8.255302236452847,0.5045701563358307,32
58,0.37952253222465515,0.3505566120147705,0.4953860938549042,0.14941546320915222,0.3865429642473812,8.256044541784666,0.5046139061450958,32
59,0.37948042154312134,0.3505136966705322,0.4953472316265106,0.149388387799263,0.3865079401503454,8.256831593296539,0.5046527683734894,32
60,0.37943851947784424,0.3504704535007477,0.49531063437461853,0.14936034381389618,0.3864716597810196,8.257646950607496,0.5046893656253815,32
61,0.3793949782848358,0.3504275977611542,0.49526455998420715,0.14933423697948456,0.38643788243323735,8.258406124350529,0.5047354400157928,32
62,0.3793494701385498,0.3503846228122711,0.4952087104320526,0.1493089348077774,0.3864051433505737,8.259142025560372,0.5047912895679474,32
63,0.3793022930622101,0.35034021735191345,0.49515047669410706,0.14928413927555084,0.38637305712944175,8.259863312406859,0.5048495233058929,32
64,0.3792562484741211,0.3502969741821289,0.4950932562351227,0.14926031231880188,0.38634222176562827,8.260556536869506,0.5049067437648773,32
65,0.3792148232460022,0.35025444626808167,0.4950564205646515,0.14923788607120514,0.3863131968638984,8.261209110027094,0.5049435794353485,32
66,0.37917187809944153,0.3502098023891449,0.4950201213359833,0.14920677244663239,0.3862729248169387,8.262114636403137,0.5049798786640167,32
67,0.3791247010231018,0.35016342997550964,0.49496984481811523,0.1491740345954895,0.3862305459120103,8.263067637924191,0.5050301551818848,32
68,0.37907764315605164,0.35011568665504456,0.4949254095554352,0.14914196729660034,0.3861890305233958,8.264001322400592,0.5050745904445648,32
69,0.3790301978588104,0.3500678241252899,0.4948795735836029,0.14911243319511414,0.386150790747752,8.264861426882913,0.5051204264163971,32
70,0.3789859116077423,0.35002031922340393,0.4948481321334839,0.14908526837825775,0.3861156152996894,8.26565268248449,0.5051518678665161,32
71,0.37894028425216675,0.3499726355075836,0.4948108196258545,0.1490529328584671,0.38607374018245155,8.266594738068239,0.5051891803741455,32
