image,method,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,total_time
kodim01.png,2D-GS,0.16281108558177948,0.4034985601902008,7.8831603957429,0.05438338592648506,0.9456166140735149,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,179.48386192321777
kodim02.png,2D-GS,0.10288100689649582,0.3207506835460663,9.87664730666949,0.07713765650987625,0.9228623434901237,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,199.81571888923645
kodim03.png,2D-GS,0.13477443158626556,0.36711636185646057,8.703924752843529,0.08553173393011093,0.9144682660698891,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,212.29208302497864
kodim04.png,2D-GS,0.14433620870113373,0.3799160420894623,8.406247268860971,0.06974410265684128,0.9302558973431587,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,210.86958122253418
kodim05.png,2D-GS,0.11666011065244675,0.3415554165840149,9.330777001225911,0.08256285637617111,0.9174371436238289,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,222.71928024291992
kodim06.png,2D-GS,0.24873214960098267,0.49873054027557373,6.04268032756227,0.0459187813103199,0.9540812186896801,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,205.41626596450806
kodim07.png,2D-GS,0.15726108849048615,0.3965615928173065,8.033787429233886,0.0756191685795784,0.9243808314204216,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,211.66616797447205
kodim08.png,2D-GS,0.2314581722021103,0.48110100626945496,6.355274941315264,0.06796107441186905,0.932038925588131,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,208.3213632106781
kodim09.png,2D-GS,0.21529078483581543,0.4639943838119507,6.6697453756125755,0.055841147899627686,0.9441588521003723,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,217.53027510643005
kodim10.png,2D-GS,0.1822284460067749,0.42688223719596863,7.39383802144747,0.05016234144568443,0.9498376585543156,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,215.4771010875702
kodim11.png,2D-GS,0.12010785937309265,0.3465658128261566,9.204285910690345,0.10027497261762619,0.8997250273823738,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,215.89635610580444
kodim12.png,2D-GS,0.3046296238899231,0.5519326329231262,5.162278536709012,0.04032503440976143,0.9596749655902386,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,201.86204481124878
kodim13.png,2D-GS,0.16503368318080902,0.40624338388442993,7.824274630187099,0.06448539346456528,0.9355146065354347,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,230.63040804862976
kodim14.png,2D-GS,0.11620206385850906,0.3408842384815216,9.347861446713159,0.08219325542449951,0.9178067445755005,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,220.88854598999023
kodim15.png,2D-GS,0.24985413253307343,0.49985411763191223,6.02313476435646,0.08176541328430176,0.9182345867156982,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,206.8285677433014
kodim16.png,2D-GS,0.15201066434383392,0.38988545536994934,8.181259961182441,0.05005757510662079,0.9499424248933792,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,216.54215621948242
kodim17.png,2D-GS,0.09034746140241623,0.3005785346031189,10.440840551044396,0.10023421794176102,0.899765782058239,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,215.12256693840027
kodim18.png,2D-GS,0.07224753499031067,0.26878902316093445,11.411769056131059,0.09536495059728622,0.9046350494027138,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,215.87667322158813
kodim19.png,2D-GS,0.177153542637825,0.42089611291885376,7.516501546067004,0.04778803512454033,0.9522119648754597,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,209.33282828330994
kodim20.png,2D-GS,0.52506023645401,0.7246103882789612,2.797909369737833,0.06981992721557617,0.9301800727844238,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,200.2177050113678
kodim21.png,2D-GS,0.16978132724761963,0.41204530000686646,7.701100769203598,0.06297358870506287,0.9370264112949371,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,197.92556190490723
kodim22.png,2D-GS,0.1799619197845459,0.42421919107437134,7.448194347098045,0.06096966192126274,0.9390303380787373,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,209.6030797958374
kodim23.png,2D-GS,0.1725078821182251,0.41534069180488586,7.631910229444606,0.05340011790394783,0.9465998820960522,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,215.56777429580688
kodim24.png,2D-GS,0.17604605853557587,0.4195784330368042,7.543737181057586,0.07374414801597595,0.926255851984024,-1.0,32,0.140625,170.66666666666666,0.0010986328125,1572864,9216,fp32,288,200.18942618370056
