image,pure_em_time,pure_em_psnr,pure_em_ssim,n_init,n_gaussians_final,n_iterations,total_time,oracle_clamp,init_psnr,init_ssim,hybrid_mse,hybrid_rmse,hybrid_psnr,hybrid_ssim,hybrid_dssim,hybrid_lpips,hybrid_n_gaussians,hybrid_bits_per_pixel,hybrid_compression_ratio,hybrid_storage_mb,hybrid_original_bits,hybrid_compressed_bits,hybrid_quantization,hybrid_bits_per_gaussian,hybrid_l1,hybrid_loss
kodim01.png,18.7326922416687,19.961383032704713,0.2920783460140228,32,256,14,43.81658959388733,False,17.788282483089773,0.21085584163665771,0.014278593473136425,0.11949306726455688,18.453145821268762,0.22009742259979248,0.7799025774002075,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09311433881521225,0.23047198653221132
kodim02.png,18.559431791305542,25.725487485078755,0.675344705581665,32,256,14,47.68627619743347,False,22.404048352698474,0.6159322261810303,0.005315940827131271,0.07291049510240555,22.74419836275852,0.6061909198760986,0.39380908012390137,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.05239163711667061,0.12067512571811675
kodim03.png,12.431641340255737,24.693480550358405,0.7101345062255859,32,256,14,32.73916530609131,False,20.127151112806906,0.5947864055633545,0.00765862874686718,0.08751358836889267,21.158489852133066,0.6000980734825134,0.3999019265174866,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.05983911082148552,0.12785167396068575
kodim04.png,21.990753889083862,23.13940038587484,0.6052033305168152,32,256,14,51.00448393821716,False,19.505266690249726,0.4857364594936371,0.009784562513232231,0.09891694784164429,20.09458563769361,0.4883669912815094,0.511633038520813,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.0700739398598671,0.15838575959205628
kodim05.png,22.20410656929016,16.495685580522263,0.19031758606433868,32,256,14,50.6220486164093,False,15.611050070716754,0.14433448016643524,0.02975420095026493,0.1724940538406372,15.264516993539521,0.14441977441310883,0.85558021068573,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.1368151158094406,0.2805681347846985
kodim06.png,18.516849994659424,22.445773546954623,0.4819898307323456,32,256,14,42.052438735961914,False,20.582764641659214,0.4393773376941681,0.009155228734016418,0.09568295627832413,20.383308141882473,0.42520883679389954,0.5747911930084229,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.07099008560180664,0.17175030708312988
kodim07.png,16.79088807106018,20.22880984356214,0.47044292092323303,32,256,14,39.323965072631836,False,18.23799721137579,0.38394466042518616,0.013488203287124634,0.11613872647285461,18.700458997674936,0.3815915882587433,0.6184084415435791,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.08705360442399979,0.19332457184791565
kodim08.png,17.30186915397644,15.855228696637315,0.2625323534011841,32,256,14,37.35082650184631,False,13.919333272702278,0.18019986152648926,0.0376579649746418,0.19405660033226013,14.241431611951398,0.18306444585323334,0.8169355392456055,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.15149793028831482,0.284585452079773
kodim09.png,17.173962831497192,21.63497597174302,0.6357132792472839,32,256,14,42.00076198577881,False,18.43731794424163,0.5692412257194519,0.014657151885330677,0.12106672674417496,18.339504486974068,0.534723699092865,0.465276300907135,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.08747392892837524,0.16303440332412722
kodim10.png,17.147682189941406,22.680987556789436,0.6144909858703613,32,256,14,40.45431208610535,False,18.69758111575994,0.5129039883613586,0.0074605438858270645,0.0863744392991066,21.2722952149293,0.5532447695732117,0.44675523042678833,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.0580308698117733,0.13577574193477632
kodim11.png,16.275395393371582,21.66635519589579,0.5219190716743469,32,256,14,40.012611865997314,False,19.04843789980028,0.4191558063030243,0.014618935994803905,0.12090878933668137,18.350842142221854,0.4147457182407379,0.5852543115615845,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.0858636274933815,0.1857417643070221
