tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,20.53645093338597,21.267402348752853,64,64
1,0,64,64,128,16,16,7,22.660015083865318,22.792863247998984,64,64
2,0,128,64,192,16,16,7,28.040681014531827,22.12249808632842,64,64
3,0,192,64,256,16,16,7,21.69883061599483,18.25906383398881,64,64
4,64,0,128,64,16,16,7,19.403283829945906,19.1242376916763,64,64
5,64,64,128,128,16,16,7,17.338323281331498,17.595218120319235,64,64
6,64,128,128,192,16,16,7,21.84956599796707,20.651378422580443,64,64
7,64,192,128,256,16,16,7,28.196793031111532,30.43893171341677,64,64
8,128,0,192,64,16,16,7,20.94341439889906,22.020075353798127,64,64
9,128,64,192,128,16,16,7,23.823467473479425,23.86514564146954,64,64
10,128,128,192,192,16,16,7,17.600424591970558,16.492035190458594,64,64
11,128,192,192,256,16,16,7,19.907264842218428,20.551860082393596,64,64
12,192,0,256,64,16,16,7,28.089099054484414,26.073176237507628,64,64
13,192,64,256,128,16,16,7,23.743985721036513,22.670934465887036,64,64
14,192,128,256,192,16,16,7,20.879168428851592,21.05504669371846,64,64
15,192,192,256,256,16,16,7,20.362262302636974,20.91482821524999,64,64
