tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,19.12216580664492,14.975944218098904,64,64
1,0,64,64,128,16,16,7,16.579999971356713,15.204303396316796,64,64
2,0,128,64,192,16,16,7,13.538073906908066,14.029680780321403,64,64
3,0,192,64,256,16,16,7,16.304439068612396,15.08709324075059,64,64
4,64,0,128,64,16,16,7,18.290833193942923,16.698706469679895,64,64
5,64,64,128,128,16,16,7,14.96065189827341,14.601604679881579,64,64
6,64,128,128,192,16,16,7,13.41336244571584,13.484710771006636,64,64
7,64,192,128,256,16,16,7,14.069547723714486,13.241373552217105,64,64
8,128,0,192,64,16,16,7,14.869716902701644,15.008260840836986,64,64
9,128,64,192,128,16,16,7,15.60724885735425,15.71297895685901,64,64
10,128,128,192,192,16,16,7,12.277644008098374,12.618218817988033,64,64
11,128,192,192,256,16,16,7,14.482102639031334,14.559137597166053,64,64
12,192,0,256,64,16,16,7,15.176370054170714,14.35383728346181,64,64
13,192,64,256,128,16,16,7,15.756980154023719,15.93907340982261,64,64
14,192,128,256,192,16,16,7,13.976918299602374,14.344329705869406,64,64
15,192,192,256,256,16,16,7,14.61961880789338,14.762877355082406,64,64
