tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,27.64177275376763,23.211183952677494,64,64
1,0,64,64,128,16,16,7,22.049091163628532,21.715708444347822,64,64
2,0,128,64,192,16,16,7,22.540891575434276,19.10012713414805,64,64
3,0,192,64,256,16,16,7,17.882697656656894,18.13780646950806,64,64
4,64,0,128,64,16,16,7,25.18924905794406,23.117599288784053,64,64
5,64,64,128,128,16,16,7,17.129309147560715,17.22310068779667,64,64
6,64,128,128,192,16,16,7,16.159411513288674,16.111847650255168,64,64
7,64,192,128,256,16,16,7,16.510681505226202,16.622840683257394,64,64
8,128,0,192,64,16,16,7,25.36534258003824,23.908443958406043,64,64
9,128,64,192,128,16,16,7,18.985290515566774,18.98028696858547,64,64
10,128,128,192,192,16,16,7,17.623477767814713,17.519753567794186,64,64
11,128,192,192,256,16,16,7,15.797826863571842,15.291902581735652,64,64
12,192,0,256,64,16,16,7,19.92913570683488,19.86482443755525,64,64
13,192,64,256,128,16,16,7,19.959504771521267,19.970564262553395,64,64
14,192,128,256,192,16,16,7,20.440803856593675,18.790635578340552,64,64
15,192,192,256,256,16,16,7,16.09298550543395,16.50492968312226,64,64
