tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,23.23567170042257,23.80471410104309,64,64
1,0,64,64,128,16,16,7,21.939707163347503,22.780781235543365,64,64
2,0,128,64,192,16,16,7,25.97097442675392,24.97325587419119,64,64
3,0,192,64,256,16,16,7,20.139927067444383,20.225670454010775,64,64
4,64,0,128,64,16,16,7,22.980703338713866,23.978828432119535,64,64
5,64,64,128,128,16,16,7,27.37216313920215,21.966064489908483,64,64
6,64,128,128,192,16,16,7,23.60507645219036,23.727917013265582,64,64
7,64,192,128,256,16,16,7,21.275179712555982,17.931700033415414,64,64
8,128,0,192,64,16,16,7,23.99008588392426,22.273370455608354,64,64
9,128,64,192,128,16,16,7,27.582796979263247,27.403952220900216,64,64
10,128,128,192,192,16,16,7,17.32802954760033,17.68431678863998,64,64
11,128,192,192,256,16,16,7,17.486801724559594,12.387883689364013,64,64
12,192,0,256,64,16,16,7,15.467864859712899,16.35445156771851,64,64
13,192,64,256,128,16,16,7,18.703191991713084,19.481804226380685,64,64
14,192,128,256,192,16,16,7,19.36460629727804,18.51867977056489,64,64
15,192,192,256,256,16,16,7,18.139494900940228,16.531932126487852,64,64
