tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,35.854289196498556,35.02480289974193,64,64
1,0,64,64,128,16,16,7,22.394439238268124,21.323951022757935,64,64
2,0,128,64,192,16,16,7,34.87596560527162,33.10337030136797,64,64
3,0,192,64,256,16,16,7,39.69937956497109,42.216568368525245,64,64
4,64,0,128,64,16,16,7,20.128000759623667,18.62842433798588,64,64
5,64,64,128,128,16,16,7,16.432074622417517,16.080095101211853,64,64
6,64,128,128,192,16,16,7,28.777357385697208,27.457445790795106,64,64
7,64,192,128,256,16,16,7,30.575776495763236,28.775208900838578,64,64
8,128,0,192,64,16,16,7,16.943142768369114,15.856828066256929,64,64
9,128,64,192,128,16,16,7,15.91997209126913,15.760386772109955,64,64
10,128,128,192,192,16,16,7,17.186285313800827,17.561697480764256,64,64
11,128,192,192,256,16,16,7,19.198021858937953,19.45887881537398,64,64
12,192,0,256,64,16,16,7,17.041268817474876,15.648710042882872,64,64
13,192,64,256,128,16,16,7,17.849348007188148,16.613900590381924,64,64
14,192,128,256,192,16,16,7,17.790969849718202,16.661984453319473,64,64
15,192,192,256,256,16,16,7,16.763846554194973,15.073006665750633,64,64
