tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,15.398407769626845,14.513902141034924,64,64
1,0,64,64,128,16,16,7,17.538992272009743,17.249886216482192,64,64
2,0,128,64,192,16,16,7,16.246277632370226,14.974949428805884,64,64
3,0,192,64,256,16,16,7,22.123483816059768,20.09682999265714,64,64
4,64,0,128,64,16,16,7,17.946423060208087,18.344492161680684,64,64
5,64,64,128,128,16,16,7,20.076913515683714,19.896532984412865,64,64
6,64,128,128,192,16,16,7,19.09161393399392,19.28499237496516,64,64
7,64,192,128,256,16,16,7,17.616376816050177,16.484379516074533,64,64
8,128,0,192,64,16,16,7,17.34491908242212,16.478579606378755,64,64
9,128,64,192,128,16,16,7,22.080167136838096,22.2033885179169,64,64
10,128,128,192,192,16,16,7,21.45280183316336,21.52321188922333,64,64
11,128,192,192,256,16,16,7,22.702601980716544,20.377709789054816,64,64
12,192,0,256,64,16,16,7,18.303000070015358,16.962857003516923,64,64
13,192,64,256,128,16,16,7,19.36794302132105,19.577960631751296,64,64
14,192,128,256,192,16,16,7,19.649669511004127,19.62000992071566,64,64
15,192,192,256,256,16,16,7,19.498152631988503,16.767541736143453,64,64
