tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,27.26547960505392,28.446043740040633,64,64
1,0,64,64,128,16,16,7,29.179285894983593,30.038451741574086,64,64
2,0,128,64,192,16,16,7,20.964672884473195,21.325183880084843,64,64
3,0,192,64,256,16,16,7,26.84741103402846,26.402236394252235,64,64
4,64,0,128,64,16,16,7,20.806522729545232,19.204953973368116,64,64
5,64,64,128,128,16,16,7,24.758984528604138,20.798076098015418,64,64
6,64,128,128,192,16,16,7,16.243077948908855,13.8769276997971,64,64
7,64,192,128,256,16,16,7,29.06983091945641,29.944502456589387,64,64
8,128,0,192,64,16,16,7,13.952363527389108,13.373995408393126,64,64
9,128,64,192,128,16,16,7,15.6827669153133,15.676264849439399,64,64
10,128,128,192,192,16,16,7,16.731735913641618,16.84217618296428,64,64
11,128,192,192,256,16,16,7,16.49066389012781,16.97401800470166,64,64
12,192,0,256,64,16,16,7,17.01085615109357,17.482105327313114,64,64
13,192,64,256,128,16,16,7,23.15250837079466,20.526902687375987,64,64
14,192,128,256,192,16,16,7,27.367835869514142,27.886634750049627,64,64
15,192,192,256,256,16,16,7,25.811909345202203,24.569033203574904,64,64
