image,H,W,n_tiles,tile_h,tile_w,n_total_used,tile_time,gd_time,total_time,composite_mse,composite_rmse,composite_psnr,composite_ssim,composite_dssim,composite_lpips,composite_n_gaussians,composite_bits_per_pixel,composite_compression_ratio,composite_storage_mb,composite_original_bits,composite_compressed_bits,composite_quantization,composite_bits_per_gaussian,composite_l1,composite_loss
kodim01.png,256,256,16,64,64,256,16.63817811012268,0.0,16.707626581192017,0.014715687371790409,0.12130822986364365,18.322194383551313,0.2333260178565979,0.7666739821434021,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09710273891687393,0.2310169875621796
kodim02.png,256,256,16,64,64,256,17.81104803085327,0.0,17.870349645614624,0.005685402546077967,0.07540161162614822,22.45238773090595,0.5823681950569153,0.4176318049430847,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.05308954045176506,0.12599799335002898
kodim03.png,256,256,16,64,64,256,18.127681255340576,0.0,18.19800066947937,0.00864847656339407,0.09299718588590622,20.630604013860754,0.5918184518814087,0.4081815481185913,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.06731853634119034,0.13549113869667054
kodim04.png,256,256,16,64,64,256,17.492014169692993,0.0,17.598055362701416,0.010750294663012028,0.10368362814188004,19.68579621481835,0.46804317831993103,0.5319567918777466,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.07802058011293411,0.1688078224658966
kodim05.png,256,256,16,64,64,256,21.536154747009277,0.0,21.599392890930176,0.03120003640651703,0.17663532495498657,15.058449245810653,0.14073027670383453,0.8592697381973267,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.143400177359581,0.28657408952713015
kodim06.png,256,256,16,64,64,256,23.512311458587646,0.0,23.570611715316772,0.01978360302746296,0.14065419137477875,17.036945787384767,0.4005587100982666,0.5994412899017334,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09784773737192154,0.19816644787788393
kodim07.png,256,256,16,64,64,256,19.065625429153442,0.0,19.147297143936157,0.014323744922876358,0.11968185007572174,18.439434349470012,0.38450393080711365,0.615496039390564,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.0946701169013977,0.19883530139923095
kodim08.png,256,256,16,64,64,256,29.913439512252808,0.0,30.00528907775879,0.035078175365924835,0.18729168176651,14.549629957719795,0.19139520823955536,0.8086047768592834,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.15001676976680756,0.28173437118530276
kodim09.png,256,256,16,64,64,256,27.309990882873535,0.0,27.373657703399658,0.015210628509521484,0.12333137542009354,18.178528589467238,0.5403391718864441,0.4596608281135559,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.09238316863775253,0.16583870053291322
kodim10.png,256,256,16,64,64,256,50.889641523361206,0.0,51.00331735610962,0.012875373475253582,0.11346970498561859,18.902401598111336,0.5074182748794556,0.49258172512054443,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.07871732115745544,0.16149020195007324
