tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,16,16,7,20.670798916098413,19.22603160629195,64,64
1,0,64,64,128,16,16,7,17.50459488913079,18.047685545449855,64,64
2,0,128,64,192,16,16,7,15.293578046309275,15.793843508404102,64,64
3,0,192,64,256,16,16,7,18.468417808716243,18.394681039342878,64,64
4,64,0,128,64,16,16,7,23.266640563146176,23.739553686597628,64,64
5,64,64,128,128,16,16,7,24.33659785438109,24.553703651803268,64,64
6,64,128,128,192,16,16,7,22.08965411267259,22.0477843019518,64,64
7,64,192,128,256,16,16,7,22.13677391643904,17.15285995285265,64,64
8,128,0,192,64,16,16,7,15.418618991310174,14.964641134766927,64,64
9,128,64,192,128,16,16,7,17.612056265708095,15.633366118703716,64,64
10,128,128,192,192,16,16,7,16.889938221252983,15.684228482920247,64,64
11,128,192,192,256,16,16,7,18.884997845713404,18.46776437227879,64,64
12,192,0,256,64,16,16,7,18.09727071351892,16.495921015118874,64,64
13,192,64,256,128,16,16,7,16.842736355351057,16.826920917334846,64,64
14,192,128,256,192,16,16,7,16.50969975520088,13.54258417105757,64,64
15,192,192,256,256,16,16,7,16.613530698643192,14.67516614307395,64,64
