image,method,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,total_time
kodim01.png,2D-GS,0.1177021786570549,0.34307751059532166,9.292155354585232,0.1329883188009262,0.8670116811990738,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,375.35507917404175
kodim02.png,2D-GS,0.08296731114387512,0.2880404591560364,10.810930212418587,0.1593368649482727,0.8406631350517273,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,385.08405780792236
kodim03.png,2D-GS,0.10981222242116928,0.3313792645931244,9.593493671203078,0.15790021419525146,0.8420997858047485,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,389.29288601875305
kodim04.png,2D-GS,0.11201635748147964,0.3346884548664093,9.507185279927278,0.14784415066242218,0.8521558493375778,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,377.3783941268921
kodim05.png,2D-GS,0.09743800759315491,0.31215062737464905,10.112716355261078,0.13189736008644104,0.868102639913559,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,410.915109872818
kodim06.png,2D-GS,0.14556728303432465,0.38153281807899475,8.36936258639448,0.07694552093744278,0.9230544790625572,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,393.93194699287415
kodim07.png,2D-GS,0.11517474800348282,0.3393740653991699,9.386427440356556,0.13237322866916656,0.8676267713308334,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,411.73774003982544
kodim08.png,2D-GS,0.21028731763362885,0.4585709571838379,6.771869869215087,0.12369520217180252,0.8763047978281975,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,393.2040548324585
kodim09.png,2D-GS,0.15747903287410736,0.3968362808227539,8.027772920219821,0.0875716507434845,0.9124283492565155,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,361.07228899002075
kodim10.png,2D-GS,0.1476498246192932,0.38425227999687195,8.307670999132657,0.10039759427309036,0.8996024057269096,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,377.41799998283386
kodim11.png,2D-GS,0.09274175018072128,0.30453529953956604,10.327247402930356,0.14551053941249847,0.8544894605875015,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,366.94022393226624
kodim12.png,2D-GS,0.2558722198009491,0.50583815574646,5.919768748528805,0.06684843450784683,0.9331515654921532,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,346.066260099411
kodim13.png,2D-GS,0.13146251440048218,0.3625775873661041,8.811980575243902,0.13642165064811707,0.8635783493518829,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,372.7489478588104
kodim14.png,2D-GS,0.09902206063270569,0.31467771530151367,10.042680355429543,0.17688129842281342,0.8231187015771866,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,372.66214179992676
kodim15.png,2D-GS,0.22978807985782623,0.4793621599674225,6.386725671383095,0.19924183189868927,0.8007581681013107,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,376.8641130924225
kodim16.png,2D-GS,0.11076322197914124,0.3328110873699188,9.556044888608966,0.1122032180428505,0.8877967819571495,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,411.65345287323
kodim17.png,2D-GS,0.06593509763479233,0.2567782998085022,11.808833603357867,0.18100960552692413,0.8189903944730759,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,415.16039276123047
kodim18.png,2D-GS,0.047392588108778,0.21769839525222778,13.242896197984868,0.16384492814540863,0.8361550718545914,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,376.55866384506226
kodim19.png,2D-GS,0.1251405030488968,0.3537520468235016,9.026020556061882,0.1120615005493164,0.8879384994506836,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,371.248330116272
kodim20.png,2D-GS,0.3225468695163727,0.56793212890625,4.91407147665277,0.07316970080137253,0.9268302991986275,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,341.18925189971924
kodim21.png,2D-GS,0.12075261026620865,0.3474947512149811,9.181035133027068,0.1042628362774849,0.8957371637225151,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,379.4384949207306
kodim22.png,2D-GS,0.14619426429271698,0.3823535740375519,8.350696658791007,0.11835400015115738,0.8816459998488426,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,395.04043316841125
kodim23.png,2D-GS,0.12289988249540329,0.35057079792022705,9.1044858539905,0.14685392379760742,0.8531460762023926,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,396.44971990585327
kodim24.png,2D-GS,0.15860897302627563,0.39825743436813354,7.996721986343928,0.14101773500442505,0.858982264995575,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,417.99776315689087
