epoch,loss,l1,dssim,mse,rmse,psnr,ssim,active_gaussians
1,0.4171736240386963,0.3976844549179077,0.4951302111148834,0.20813994109630585,0.45622356481916393,6.816445724711519,0.5048697888851166,64
2,0.4170664846897125,0.3976168930530548,0.494864821434021,0.20810508728027344,0.4561853650439407,6.817173028053173,0.505135178565979,64
3,0.4169757664203644,0.3975636661052704,0.4946241080760956,0.208077073097229,0.456154659186146,6.817757695359083,0.5053758919239044,64
4,0.4169071316719055,0.3975054919719696,0.49451372027397156,0.20803003013134003,0.4561030915608225,6.818739678142681,0.5054862797260284,64
5,0.4168260395526886,0.3974407911300659,0.49436700344085693,0.20796793699264526,0.45603501728775747,6.820036160809311,0.5056329965591431,64
6,0.4167536199092865,0.39737895131111145,0.4942522346973419,0.20791782438755035,0.4559800701648597,6.8210827764899795,0.5057477653026581,64
7,0.41669315099716187,0.39732232689857483,0.4941765069961548,0.2078840136528015,0.4559429938630503,6.8217890656023625,0.5058234930038452,64
8,0.41663169860839844,0.39726629853248596,0.4940932095050812,0.20784837007522583,0.45590390443077566,6.82253376626523,0.5059067904949188,64
9,0.41655832529067993,0.3971995413303375,0.4939934313297272,0.20780007541179657,0.4558509355170795,6.823542989619472,0.5060065686702728,64
10,0.4164850115776062,0.3971356153488159,0.49388250708580017,0.20774529874324799,0.4557908497800806,6.824687952672539,0.5061174929141998,64
11,0.416413277387619,0.39707157015800476,0.4937800168991089,0.20768892765045166,0.455729006812658,6.825866558243452,0.5062199831008911,64
12,0.41635486483573914,0.3970095217227936,0.49373629689216614,0.20764879882335663,0.45568497761431265,6.826705765813948,0.5062637031078339,64
13,0.4162922501564026,0.3969477713108063,0.4936700165271759,0.20760305225849152,0.4556347794654086,6.827662654059285,0.5063299834728241,64
14,0.4162280261516571,0.39688292145729065,0.49360838532447815,0.20756608247756958,0.45559420812557483,6.828436110973248,0.5063916146755219,64
15,0.41615962982177734,0.39681923389434814,0.49352124333381653,0.2075284868478775,0.455552946261878,6.829222802766505,0.5064787566661835,64
16,0.41609132289886475,0.39675548672676086,0.4934345781803131,0.20749634504318237,0.4555176671032446,6.8298954858141725,0.5065654218196869,64
17,0.4160206913948059,0.39668962359428406,0.4933449923992157,0.2074718326330185,0.4554907602059766,6.83040856633708,0.5066550076007843,64
18,0.41594743728637695,0.39662328362464905,0.49324408173561096,0.20744653046131134,0.45546298473236146,6.830938241306342,0.506755918264389,64
19,0.4158724546432495,0.3965567648410797,0.4931350648403168,0.20741231739521027,0.4554254246253828,6.831654559442979,0.5068649351596832,64
20,0.4157983362674713,0.39648839831352234,0.4930379390716553,0.2073751538991928,0.45538462193973217,6.832432784553475,0.5069620609283447,64
21,0.41572651267051697,0.3964197635650635,0.4929535388946533,0.20733195543289185,0.45533718872160206,6.833337560728169,0.5070464611053467,65
22,0.415591835975647,0.3962652385234833,0.4928981363773346,0.20725160837173462,0.4552489520819731,6.835020902218966,0.5071018636226654,65
23,0.41551339626312256,0.39618656039237976,0.49282073974609375,0.20720970630645752,0.4552029287103253,6.835899046216437,0.5071792602539062,65
24,0.4154222011566162,0.3960939943790436,0.49273499846458435,0.2071705013513565,0.4551598635110048,6.836720827536663,0.5072650015354156,65
25,0.41536131501197815,0.39602208137512207,0.4927182197570801,0.20713065564632416,0.4551160902960081,6.837556199081049,0.5072817802429199,65
26,0.41529688239097595,0.3959498405456543,0.492684930562973,0.2070930451154709,0.4550747687089132,6.838344857287614,0.507315069437027,65
27,0.41520828008651733,0.3958682715892792,0.4925682842731476,0.20704717934131622,0.45502437224979086,6.839306814205543,0.5074317157268524,65
