tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,24.12786203488739,24.36227283971556,64,64
1,0,64,64,128,8,8,7,19.11091471890533,19.36841647202906,64,64
2,0,128,64,192,8,8,7,17.53105839426499,17.34448229351013,64,64
3,0,192,64,256,8,8,7,24.801739516960378,25.02014497170425,64,64
4,64,0,128,64,8,8,7,17.919410162344782,19.444246892354023,64,64
5,64,64,128,128,8,8,7,16.32062885351035,18.390555735690544,64,64
6,64,128,128,192,8,8,7,17.413345796132127,19.21962681000844,64,64
7,64,192,128,256,8,8,7,15.700963950157048,18.285545405917908,64,64
8,128,0,192,64,8,8,7,19.975953262596676,20.47983731360551,64,64
9,128,64,192,128,8,8,7,19.317384563678644,18.904182843163284,64,64
10,128,128,192,192,8,8,7,19.512118553505474,19.668695556974228,64,64
11,128,192,192,256,8,8,7,16.106075002541086,17.18261077003314,64,64
12,192,0,256,64,8,8,7,20.156139105287835,20.237842938032347,64,64
13,192,64,256,128,8,8,7,19.20805347113345,22.720104711432832,64,64
14,192,128,256,192,8,8,7,20.332887228877887,19.977800266891425,64,64
15,192,192,256,256,8,8,7,20.438046901177245,21.94457395920734,64,64
